year,GPP_NT_VUT_REF_sum,NEE_VUT_REF_QC_mean,P_F_sum,P_F_QC_mean,P_ERA_sum,P_F_jfmam_sum,P_F_QC_jfmam_mean,P_ERA_jfmam_sum,TA_F_mean,TA_F_QC_mean,TA_ERA_mean,PPFD_IN_mean,PPFD_IN_QC_mean,SW_IN_F_mean,SW_IN_F_QC_mean,SW_IN_ERA_mean,VPD_F_mean,VPD_F_QC_mean,VPD_ERA_mean,NETRAD_mean,NETRAD_QC_mean,G_F_MDS_mean,G_F_MDS_QC_mean,LE_F_MDS_mean,LE_F_MDS_QC_mean,LE_CORR_mean,H_F_MDS_mean,H_F_MDS_QC_mean,H_CORR_mean,SWC_F_MDS_1_mean,SWC_F_MDS_1_QC_mean,SITE_ID,keep_year,season,PDSI_mean
2018,474.61322,0.982337152,106.717,1,126.272,190.413,1,195.863,9.056,1,8.88225,356.8200755,0.999547101,191.4743587,0.99954713,186.2224457,4.665043478,1,4.095065217,119.449045,0.999320652,3.050287065,1,32.8075525,0.999773565,46.41414239,48.42490543,0.999547261,70.40811304,18.51207609,1,CZ-RAJ,TRUE,Spring,-1.566666667
2019,543.76025,0.945878391,164.537,1,164.891,278.951,1,231.083,7.675978261,1,7.738195652,320.5403475,1,168.4562717,1,160.7108913,3.556152174,1,3.418467391,102.7432016,1,1.069989217,1,33.56605978,0.999773565,46.64936848,39.93237391,1,55.03144239,18.85223913,1,CZ-RAJ,TRUE,Spring,-5.066666667
2020,471.49768,0.906476457,NA,NA,NA,NA,NA,NA,7.972869565,1,NA,379.6601652,0.999773551,208.9390761,0.994112359,NA,4.922793478,1,NA,126.7881029,1,0.56024913,1,34.43096413,0.999547261,44.59128804,63.19389783,0.999773696,81.64532935,18.963,1,CZ-RAJ,TRUE,Spring,-4.21
2010,271.893359,0.960598087,283.829,0.73754512,248.678,358.463,0.810844291,329.878,7.834923913,1,8.327913043,269.2253623,0.997735507,147.596413,0.995471239,158.7889783,2.859097826,1,2.828347826,82.3509998,0.999547101,NA,NA,18.6614363,NA,NA,34.59072826,NA,NA,24.26301087,1,CZ-Stn,TRUE,Spring,1.586666667
2011,453.823808,0.907382065,197.337,0.908740859,144.66,238.117,0.919287993,188.763,9.464130435,0.915534315,9.416402174,376.0094528,0.917572464,193.660663,0.95221937,190.1665435,4.85373913,0.915534315,4.115771739,103.7367877,0.916893116,NA,NA,23.8412287,NA,NA,41.28007826,NA,NA,34.13369565,0.949501554,CZ-Stn,TRUE,Spring,0.34
2012,267.281922,0.94655788,68.796,0.957201185,85.154,206.133,0.926946303,198.079,8.550184783,0.812499717,9.598478261,359.4469784,0.961050725,189.0260652,0.974637609,193.1141304,4.175141304,0.812499717,4.41001087,97.20546406,0.961503623,NA,NA,22.28900457,NA,NA,40.9322413,NA,NA,34.84879348,0.992753696,CZ-Stn,TRUE,Spring,-5.88
2013,285.866814,0.90036237,174.623,0.714673978,194.662,299.934,0.818156874,326.363,7.30025,1,8.015271739,NA,0.627717391,145.7490652,0.994565228,160.3475217,2.997271739,1,3.095630435,84.3887705,1,NA,NA,15.70634978,NA,NA,35.91705435,NA,NA,23.03069565,1,CZ-Stn,TRUE,Spring,0.01
2014,350.667804,0.949501696,131.963,0.749546957,155.398,199.757,0.847406093,223.983,9.930576087,1,10.02205435,325.5435713,0.997509058,168.9313696,1,180.2070217,3.707902174,1,3.624065217,92.21124681,0.999773551,NA,NA,23.44816511,NA,NA,37.05369022,NA,NA,33.98686957,1,CZ-Stn,TRUE,Spring,-3.266666667
2015,346.906811,0.914855065,110.405,1,163.55,169.292,1,255.24,8.44601087,1,8.515206522,323.0034211,0.999773551,166.3177609,1,176.836337,3.325880435,1,3.405543478,88.23152975,0.999773551,NA,NA,24.94835837,NA,NA,35.7609163,NA,NA,34.53831522,1,CZ-Stn,TRUE,Spring,1.133333333
2016,367.544676,0.96105075,139.915,1,133.199,241.727,1,262.325,8.694,1,9.013576087,323.2962145,0.998414855,169.1960543,0.999094261,178.0977283,3.224054348,1,3.508967391,93.68882505,1,NA,NA,30.44428587,NA,NA,46.46925761,NA,NA,35.53757609,1,CZ-Stn,TRUE,Spring,-1.7
2017,326.434512,0.969882435,157.819,1,159.126,191.932,1,209.515,9.088163043,1,9.245065217,322.8785027,0.999547101,167.5589674,1,172.3347391,3.285923913,1,3.461434783,91.21873691,0.999320652,NA,NA,27.71087826,NA,NA,50.25266196,NA,NA,48.55591304,1,CZ-Stn,TRUE,Spring,-0.366666667
2018,422.7821608,0.921874957,129.308,1,105.141,167.498,1,169.699,10.38926087,1,10.5051413,344.1120333,0.997509058,184.5725543,0.999320696,182.8768913,4.447565217,1,4.383456522,97.35366144,0.999094203,NA,NA,34.89064935,NA,NA,41.20897065,NA,NA,42.70043478,1,CZ-Stn,TRUE,Spring,0.2
2019,329.864116,0.952671837,192.635,1,171.403,265.342,1,268.865,8.680945652,1,8.962934783,297.811174,1,157.3878804,1,156.5683261,3.056717391,1,3.406467391,82.82271374,1,NA,NA,24.49047717,NA,NA,43.00941413,NA,NA,43.51925,1,CZ-Stn,TRUE,Spring,-3.4
2020,408.185169,0.903079359,NA,NA,NA,NA,NA,NA,8.39276087,1,NA,365.0022718,0.995244565,200.4693152,0.998641391,NA,4.854369565,1,NA,99.86911848,1,NA,NA,29.02155217,NA,NA,58.61382065,NA,NA,44.32332609,1,CZ-Stn,TRUE,Spring,-4.043333333
2006,398.14273,0.337862446,183.876,0,183.876,266.292,0,266.292,6.745706522,0.362545283,6.731206522,NA,0.335371377,168.6614457,0.360960141,169.2939239,2.588445652,0.362545283,2.551891304,NA,NA,NA,NA,64.65690435,0.359374859,NA,20.30186522,0.362318848,NA,NA,NA,CZ-wet,FALSE,Spring,2.853333333
2007,325.701222,0.937953228,115.197,1,112.629,163.786,1,205.595,9.320478261,0.99320662,9.816956522,381.2759581,0.98754529,198.3443261,0.99320662,188.852337,4.11573913,0.99320662,4.017478261,107.9375602,0.987092391,NA,NA,50.94126522,0.980525152,NA,37.15305435,0.98845137,NA,NA,NA,CZ-wet,TRUE,Spring,-2.923333333
2008,255.669501,0.969882457,128.044,1,149.338,160.056,1,194.356,7.9585,1,8.159206522,332.9734544,0.999094203,172.1037283,0.995018098,174.1529457,2.996,1,2.949826087,96.11378776,0.998867754,NA,NA,47.99327283,0.980072478,NA,28.66993261,0.999773565,NA,NA,NA,CZ-wet,TRUE,Spring,1.41
2009,280.495017,0.953125293,159.478,0.995697402,164.663,223.753,0.99737855,239.324,9.257641304,1,9.369652174,333.0050453,0.997961957,173.8230217,0.988677598,176.2223587,3.296315217,1,3.467065217,97.38713053,0.995244565,NA,NA,52.69805435,0.970561283,69.2428913,30.14084239,0.989809761,40.01691326,NA,NA,CZ-wet,TRUE,Spring,-0.583333333
2010,227.860938,0.899003522,145.803,1,150.354,193.196,1,220.247,7.468369565,1,7.444847826,292.1031501,0.995697464,161.49525,0.999094261,164.5176739,2.474,1,2.625032609,87.513482,0.999094203,NA,NA,43.1360163,0.989356913,56.0652337,24.12915022,0.999094261,31.78285815,NA,NA,CZ-wet,TRUE,Spring,-0.12
2011,181.224423,0.947916522,155.415,1,105.847,178.623,1,147.24,8.688369565,1,9.232663043,348.2711234,0.857563406,195.3912609,0.999320696,191.9935109,3.767217391,1,3.946163043,NA,NA,-0.875390109,0.39243663,37.5178337,0.989809696,49.58371087,41.53342065,0.999773565,54.51681413,NA,NA,CZ-wet,TRUE,Spring,0.626666667
2012,286.2877855,0.924818826,76.581,1,92.373,134.588,1,195.577,9.042369565,1,9.308641304,349.6968399,0.901268116,187.0110978,0.993659293,188.0848587,3.896543478,1,4.047728261,93.99312998,0.998641304,6.597524891,1,39.262725,0.996376641,44.51365652,37.39081522,0.995471098,43.23003478,NA,NA,CZ-wet,TRUE,Spring,-4.856666667
2013,263.651213,0.97916687,131.627,1,149.29,197.835,1,258.167,6.874380435,1,6.720478261,270.7121219,0.997509058,145.1716848,1,160.0004891,2.116206522,1,2.328217391,86.01936423,0.999773551,1.609271304,1,28.95060326,0.998641326,42.15037717,25.38968804,0.999094391,36.03516413,NA,NA,CZ-wet,TRUE,Spring,-0.176666667
2014,195.0581547,0.927762761,154.836,0.985733598,181.626,181.433,0.991307887,216.076,9.057456522,0.997056011,9.35573913,309.2443534,0.986413043,163.3098587,0.990715435,172.5930652,2.591978261,0.995697402,3.094684783,95.62657583,0.949275362,5.419339022,0.997282446,28.95728696,0.989356848,39.93601522,35.81180217,0.990262717,50.18580978,NA,NA,CZ-wet,TRUE,Spring,-2.853333333
2015,167.7176876,0.96150363,86.2,1,136.715,108.793,1,202.436,8.302836957,1,8.105054348,318.6891303,0.999320652,160.4340217,1,167.4195,3.797782609,1,3.118597826,NA,NA,1.650248441,1,30.785025,0.999094326,30.16942391,30.1255087,0.999773565,29.54794239,NA,NA,CZ-wet,TRUE,Spring,1.516666667
2016,192.13913,0.970561293,96.202,1,164.529,135.578,1,243.312,8.288804348,1,8.0355,304.9530406,0.999094203,162.7842065,1,169.0135435,3.310467391,1,2.859543478,92.90255942,0.999547101,1.555356935,1,31.44707717,0.997735652,41.4607,37.34155978,0.996603478,49.9362587,NA,NA,CZ-wet,TRUE,Spring,-1.2
2017,159.082371,0.960824304,153.612,1,148.428,183.209,1,200.432,9.084304348,1,8.898630435,317.1710771,0.999547101,167.7894022,1,170.5073587,4.114467391,1,3.505391304,91.90907834,0.997961957,5.626948696,1,30.40769783,0.996150609,42.51641739,30.85066413,0.997282848,44.38387391,NA,NA,CZ-wet,TRUE,Spring,1.4
2018,219.2545349,0.999094196,194.786,1,95.681,224.984,1,160.946,9.97798913,1,9.864206522,345.058764,0.994338768,184.4729891,0.995924109,184.6315652,4.160097826,0,4.160097826,103.1907689,0.988677536,4.419176957,1,38.70519478,1,48.12779891,39.8847337,1,50.28307174,59.56811957,1,CZ-wet,TRUE,Spring,-0.5
2019,140.954903,0.975316739,115.809,1,161.596,160.814,1,254.452,8.466119565,1,8.38448913,303.5140196,0.999547101,163.6455435,0.997735391,166.8709348,3.866630435,1,3.236206522,91.43899138,1,NA,NA,28.19770217,0.998867957,36.84456413,34.77619239,0.999094391,45.31880543,71.72677174,1,CZ-wet,TRUE,Spring,-3.133333333
2020,138.6009097,0.947010489,NA,NA,NA,NA,NA,NA,8.059880435,0.925724565,NA,365.2822603,0.997056159,198.4811196,1,NA,4.757445652,0.925724565,NA,NA,NA,0.099234424,0.964900326,32.79504457,0.999320696,44.31488043,48.1060163,0.998641522,64.8134837,69.42738043,1,CZ-wet,TRUE,Spring,-5.25
2004,454.266212,0.892436641,207.343,0.917798783,180.315,329.787,0.923930849,350.381,6.989271739,1,7.556771739,NA,0,135.1506739,1,157.5900217,2.965804348,1,3.338076087,77.85975445,0.999547101,3.12741413,1,39.32840761,0.936594185,60.25646848,10.66596054,0.954483783,16.14934554,NA,NA,DE-Gri,TRUE,Spring,-4.036666667
2005,191.646947,0.939085304,148.795,1,166.82,285.209,1,350.489,7.146358696,1,7.823217391,312.1848017,0.999094203,150.9455761,0.99954713,176.178087,3.532913043,1,3.955532609,86.73961875,1,2.020647391,1,27.9968112,0.996150609,55.55864565,10.25183954,0.997735717,20.37437692,NA,NA,DE-Gri,TRUE,Spring,-0.483333333
2006,291.0066477,0.947916848,207.352,0.985733696,232.242,281.547,0.991307947,337.755,6.373543478,1,6.885684783,286.2586312,0.982789855,140.0065978,1,168.7657717,3.118543478,1,3.454391304,76.36820008,0.984375,3.007650446,1,27.18685076,0.996603543,47.98451891,9.483206848,0.997282717,16.78236304,NA,NA,DE-Gri,TRUE,Spring,0.956666667
2007,582.47597,0.862772065,228.713,0.849184913,182.198,381.408,0.765452762,354.449,9.331,0.881793402,10.09166304,338.3149552,0.866621377,190.9199674,0.883605011,187.4224022,4.624586957,0.881793402,5.15073913,93.87814931,0.866621377,1.615469457,0.881793402,44.08854891,0.959239315,65.64115652,17.13265391,0.998641326,25.32399217,37.38594565,0.881793402,DE-Gri,TRUE,Spring,-2.633333333
2008,501.86947,0.913723152,278.202,1,230.849,401.135,0.955866197,325.74,8.782434783,0.999773565,8.030141304,283.7889637,0.999773551,161.2585543,1,165.0822065,3.987717391,0.999773565,3.463326087,77.15162358,1,0.597272609,1,34.94020837,0.97961963,53.04053804,9.109455543,0.98143137,13.02451087,45.00141304,0.99954713,DE-Gri,TRUE,Spring,1.603333333
2009,355.851122,0.947237261,236.19,1,196.066,341.169,1,325.43,10.08375,1,9.477684783,338.4164382,0.999547101,169.6459783,0.998867826,171.3560978,4.484108696,1,4.188326087,84.81456819,1,1.546753967,1,43.24225217,0.990036326,68.60786413,9.676210217,0.991847674,14.84151783,41.88303261,1,DE-Gri,TRUE,Spring,-0.583333333
2010,312.489273,0.987998359,245.797,1,212.895,309.498,1,315.053,7.907684783,1,7.180413043,243.0381664,0.999773551,145.9913152,1,155.9985652,3.908706522,1,3.102141304,65.695251,1,-0.08818062,1,33.74586739,0.997056348,53.04979674,9.648008696,0.997962087,12.70822946,43.86172826,1,DE-Gri,TRUE,Spring,0.37
2011,613.54264,0.68885863,136.709,1,129.001,217.813,1,222.953,9.242847826,1,9.415967391,375.1205007,0.998641304,191.8591739,0.998414957,184.5420109,5.431423913,1,5.062858696,94.05508605,1,0.430215543,1,47.81750109,0.726449391,71.33149022,13.05289239,0.726222761,19.93899674,34.968,1,DE-Gri,TRUE,Spring,0.163333333
2012,605.85618,0.973052522,118.992,1,119.745,281.281,1,313.029,8.876380435,1,9.409043478,325.8839889,0.998867754,181.4632717,1,178.4753478,4.280130435,1,4.851032609,88.47594882,1,1.150327957,1,50.44685978,0.995697543,69.06112174,12.583475,0.995244674,18.13390109,38.41073913,1,DE-Gri,TRUE,Spring,-2.196666667
2013,415.502703,0.981204717,255.161,1,246.649,432.04,1,408.139,5.595967391,1,5.79223913,277.3093545,0.995471014,141.6641739,0.997735652,144.0508478,2.507706522,1,2.726945652,57.35179774,0.998867754,1.205920543,1,25.7475638,0.997282783,45.62943913,2.250780326,0.997735652,2.763561957,43.09659783,1,DE-Gri,TRUE,Spring,2.043333333
2014,639.60386,0.943840489,230.419,1,194.816,265.04,1,246.539,8.975043478,1,9.50125,297.1557798,0.908740942,162.2018261,0.999320696,163.5123478,3.299652174,1,3.74301087,82.29513515,0.999773551,3.938027391,0.886095967,40.80729022,0.989809891,61.61254891,10.22309848,0.997735783,15.62121413,40.08229348,1,DE-Gri,TRUE,Spring,-3.036666667
2015,538.13824,0.972146663,122.634,0.977807826,150.038,188.034,0.98647894,249.225,7.641076087,0.982110543,8.065554348,324.7085172,0.971693841,177.7012935,0.982563478,178.6903152,3.639173913,0.982110543,4.061467391,91.9970739,0.973052536,1.84118475,0.982110543,43.598,0.997735717,68.78723587,13.0992212,0.998188587,21.44765978,41.99196739,0.982110543,DE-Gri,TRUE,Spring,-1.606666667
2016,666.94969,0.975543793,116.163,0.969655717,185.019,223.89,0.981633724,321.404,7.375619565,1,7.973228261,295.0863655,0.996150362,158.2949457,1,164.8325217,2.959923913,1,3.608293478,84.4115378,0.999320652,2.946645043,1,42.78339891,0.995697609,63.90475217,11.54237587,0.995018239,17.78627174,44.11708696,1,DE-Gri,TRUE,Spring,-2.3
2017,667.49133,0.96648537,114.598,1,153.582,191.304,1,269.517,8.46398913,1,8.91225,302.1770523,0.944293478,165.0554565,0.956521826,162.5816739,3.675586957,0.955842522,4.048608696,89.90290944,0.944972826,3.92558663,1,45.6056,0.999094261,68.48721087,11.95787185,0.997735717,17.90331391,45.52770652,1,DE-Gri,TRUE,Spring,-2.9
2018,626.928604,0.937046946,105.957,0.913269978,139.778,154.262,0.947157868,209.238,9.043054348,0.922101326,9.617108696,335.8962245,0.901721014,185.6192826,0.922328228,184.2113478,4.567782609,0.922101326,5.01548913,95.20234975,0.903759058,3.987466337,0.922101326,47.89706413,0.996150543,71.5732,13.2028562,0.999094196,20.06988587,34.30356522,0.921874696,DE-Gri,TRUE,Spring,0.066666667
2019,510.49896,0.975090511,174.023,1,172.573,331.407,1,341.954,7.900695652,1,8.474967391,321.6090036,1,171.4864891,1,167.7335109,3.573163043,1,4.031978261,87.16340519,0.999320652,1.980987152,1,35.96180109,0.995697467,66.09826522,12.06306082,0.998415022,19.58989076,38.53092391,1,DE-Gri,TRUE,Spring,-6.366666667
2020,677.71014,0.454936717,NA,NA,NA,NA,NA,NA,7.433076087,0.996376707,NA,340.1503347,0.988451087,192.5651848,0.995470967,NA,4.253478261,0.996376707,NA,94.44366523,0.989130435,1.255186739,0.996376707,49.3539413,0.477807891,75.53729348,19.50752065,0.478034522,30.42040217,32.27380435,0.996376707,DE-Gri,FALSE,Spring,-8.026666667
2000,380.995898,0.900362446,175.024,0.99954713,197.599,311.032,0.999725895,331.56,9.113793478,0.998188522,8.983130435,282.3561489,0.991621377,160.8945543,0.993659489,166.6469783,3.929869565,0.998188522,3.752858696,67.34047296,0.99388587,2.897431,0.998188522,36.66996957,0.985507391,31.08906957,40.99658696,0.983695783,34.11182609,43.41131522,0.89719187,DE-Hai,TRUE,Spring,0.803333333
2001,299.891827,0.87567975,149.719,0.99954713,199.295,212.199,0.999724079,299.723,7.276771739,1,7.396108696,270.585852,0.99071558,145.9344565,0.999773565,156.459837,3.228891304,1,3.331032609,78.58998833,0.999320652,2.136221424,1,30.11041957,0.942255435,32.28451196,42.70674239,0.942481804,45.67085543,44.12906522,1,DE-Hai,TRUE,Spring,1.243333333
2002,302.600334,0.939537924,253.284,0.99954713,208.82,396.38,0.999724079,341.824,7.726478261,1,7.824543478,266.2846497,0.984148551,144.4615978,0.997056011,149.9518261,3.174032609,1,3.169032609,70.37977196,1,1.901003228,1,30.64283478,0.993433,29.47335978,40.8396413,0.990262837,38.92304457,44.10047826,1,DE-Hai,TRUE,Spring,1.76
2003,299.827967,0.934555924,125.59,0.99954713,130.999,192.983,0.999724079,210.828,8.481652174,1,8.34148913,310.0237534,0.987318841,171.527913,1,175.9830543,4.412576087,1,4.167445652,83.66824075,0.999320652,2.39712337,1,35.20139674,0.996829913,33.60892826,50.60949674,0.998641391,47.60630761,40.89722826,1,DE-Hai,TRUE,Spring,1.956666667
2004,268.0760122,0.939538054,202.614,0.99954713,195.567,314.833,0.999725895,326.525,7.275173913,0.998641196,7.238630435,297.8469441,0.988677536,150.3992717,0.982563522,155.9231304,3.007858696,0.998641196,3.238206522,82.9092206,0.998188406,1.529928141,0.998641196,30.59472391,0.998415022,33.07093913,45.57887391,0.998414891,48.81228152,37.81152174,0.998641196,DE-Hai,TRUE,Spring,-3.326666667
2005,229.749901,0.9146285,179.118,0.99954713,185.163,304.707,0.999724079,317.006,7.617228261,1,7.640347826,324.2988299,0.988224638,164.7089565,1,167.9778261,3.585206522,1,3.543445652,96.13787148,1,2.171472402,0.999773565,40.39552935,0.997735652,42.30345217,49.13266848,0.997509217,51.21712065,41.33354348,1,DE-Hai,TRUE,Spring,-0.013333333
2006,248.600984,0.938179391,249.532,0.99954713,230.594,310.129,0.999724079,312.423,6.431032609,1,6.480152174,290.2305125,0.983695652,148.2462065,0.994791663,163.5365,3.072402174,1,3.202891304,84.44627801,1,1.692747163,1,29.05612609,0.997282783,36.6648087,35.71311848,0.999320696,45.07806848,40.22669565,1,DE-Hai,TRUE,Spring,0.906666667
2007,309.43796,0.910778739,237.495,0.99954713,192.997,394.8,0.999724079,346.454,9.852576087,1,9.567076087,346.2236315,0.989809783,181.3616087,0.985280935,181.9516739,4.651,1,4.510891304,97.22259695,1,1.958942348,1,43.2221837,0.997735652,45.28160652,49.00564891,0.999320826,49.91527391,39.75630435,1,DE-Hai,TRUE,Spring,-0.446666667
2008,347.190871,0.961050957,176.01,0.99954713,215.841,248.714,0.999725895,286.158,7.830543478,1,7.819978261,305.2465782,0.991394928,154.579587,1,166.1666957,3.488880435,1,3.547673913,89.08790675,1,1.647402283,1,37.49735543,0.998867761,40.10423152,44.39495,0.99909413,47.37802174,43.71334783,1,DE-Hai,TRUE,Spring,2.493333333
2009,370.633383,0.960145217,219.188,0.99954713,196.448,301.798,0.999724079,302.953,9.001956522,1,9.006293478,314.4293236,0.989809783,159.9120326,1,163.5938478,3.525141304,1,3.689315217,89.36197111,1,2.66347088,1,39.40233261,0.999094391,42.35127717,42.45114565,0.999320696,44.41226957,40.36828261,1,DE-Hai,TRUE,Spring,-1.236666667
2010,181.3349335,0.705389457,203.022,0.99954713,179.305,294.596,0.878035391,278.458,6.821923913,0.668704837,6.920815217,NA,0.331748188,152.7610761,0.667798696,155.8703478,3.347608696,0.668704837,3.262902174,NA,NA,1.950790761,0.996603141,24.77310326,0.65443837,28.42314674,48.3553,0.82291663,55.21398478,43.08469565,0.999094261,DE-Hai,TRUE,Spring,0.266666667
2011,328.750312,0.941349446,62.018,0.99954713,81.021,129.511,0.999724079,159.549,9.910434783,1,9.228543478,370.157643,0.991394928,194.0166957,0.999094261,189.7218261,5.919619565,1,4.916652174,99.11470619,0.999773551,2.782592935,1,32.55029902,1,36.0602288,54.87629239,0.999320826,60.34616087,35.52329348,1,DE-Hai,TRUE,Spring,-1.826666667
2012,289.1844153,0.952219326,71.58,0.99954713,115.001,197.091,0.999725895,232.514,9.293554348,1,9.032586957,336.1058077,0.988451087,170.1364565,1,173.4441848,4.973565217,1,4.202054348,95.39049712,1,2.675039674,1,28.52944185,0.99954713,33.35735109,49.99434783,0.998641326,59.40218804,36.55358696,1,DE-Hai,TRUE,Spring,-4.493333333
2013,194.4786891,0.931385848,289.991,0.99954713,240.089,387.086,0.999724079,344.063,5.119858696,1,5.491402174,270.4633483,0.986413043,134.4550217,0.995697337,142.0967065,2.911456522,1,2.765326087,80.11147871,1,1.1991375,1,19.93869435,0.995471304,24.08207554,48.12658696,0.998867891,54.65549239,40.45863043,1,DE-Hai,TRUE,Spring,-0.55
2014,379.037802,0.852581478,148.617,0.99954713,174.507,194.2,0.999724079,243.815,9.524771739,1,9.234228261,320.6341082,0.989809783,164.5520109,0.99954713,168.3820435,3.176065217,0.999094391,3.632663043,89.62289743,1,1.786425696,1,24.28483152,0.947916739,31.26799565,44.87154348,0.953125,57.72387935,42.0423587,1,DE-Hai,TRUE,Spring,-3.38
2015,372.654655,0.808650087,106.647,0.99954713,132.542,174.238,0.999724079,234.412,7.954423913,0.967391304,7.646619565,350.12968,0.948369565,176.7533478,0.959692,174.4798696,4.498956522,0.967391304,3.86148913,95.44907615,0.962182971,1.358040796,0.967391304,28.35347826,0.841259098,37.32400761,43.15460543,0.842617902,57.11208152,42.55944565,0.967391304,DE-Hai,TRUE,Spring,-1.906666667
2016,281.049351,0.91168512,150.607,0.99954713,177.007,281.607,0.999725895,323.599,7.41648913,1,7.55625,422.8233446,0.717844203,156.8687609,0.995923837,167.0329348,3.614141304,1,3.506054348,88.63669764,1,1.386764228,1,24.17770283,0.983922152,30.6821188,42.51696087,0.998867957,56.138,38.09718478,1,DE-Hai,TRUE,Spring,-2.533333333
2017,269.7265226,0.960144804,116.695,0.99954713,167.382,216.819,0.999724079,258.263,9.157032609,1,8.776782609,305.769552,0.973958333,161.2539891,0.992074109,161.7184022,4.92375,0.991621239,3.884630435,87.16913595,0.97803442,2.035580978,0.39130421,26.83861848,0.998867696,32.5519337,41.08990978,0.999094261,50.117275,36.74463043,1,DE-Hai,TRUE,Spring,-3.333333333
2018,338.7475756,0.965126728,131.107,1,154.2,239.023,1,262.257,9.568293478,1,9.288934783,342.3838606,0.997735507,181.6709022,0.997509217,182.844087,5.129478261,1,4.486358696,94.96671648,1,2.22304987,1,30.38946413,0.998641326,49.9279587,21.59229011,0.999320696,35.46454022,37.47338043,1,DE-Hai,TRUE,Spring,-1
2019,269.40367,0.76381338,201.947,0.630208478,186.619,282.327,0.774696556,295.905,8.110913043,1,8.060076087,314.0064909,0.957201087,161.3972935,1,163.5002935,4.031641304,1,3.778804348,85.90724711,1,1.093504902,1,23.9076838,0.861186848,30.20972935,42.19040109,0.99365962,52.24933913,34.3031413,1,DE-Hai,TRUE,Spring,-6.033333333
2020,222.868087,0.951539957,114.645,0.706521652,122.686,260.119,0.427631526,268.16,8.508728261,1,8.040358696,380.3755749,0.999094203,195.705413,0.997282446,183.9273261,5.236847826,1,4.69798913,98.78353017,1,0.902812391,1,25.03617935,0.999547261,30.00874783,57.27900109,0.998867826,68.0350413,34.98106522,1,DE-Hai,TRUE,Spring,-4.943333333
2015,359.383698,0.921648685,121.612,0.999773565,91.125,170.113,0.99986204,151.091,8.546380435,1,8.46651087,320.579166,0.997961957,185.1287717,1,179.0724891,4.269076087,1,4.159206522,115.7698031,0.999320652,1.713466228,1,34.01067826,0.99365963,45.36338587,51.24567283,0.998414957,68.69722391,23.23405435,1,DE-HoH,TRUE,Spring,-4.786666667
2016,343.283579,0.970787913,91.483,1,100.556,153.574,1,187.827,8.639521739,1,8.764826087,293.0621637,0.999094203,179.2809674,1,175.4268043,4.192576087,1,4.226173913,113.1104179,0.998867754,1.945723043,0.999773696,35.37634783,0.998188652,47.20117826,48.18998478,0.999773565,64.44230652,22.96504348,0.999773696,DE-HoH,TRUE,Spring,-3.333333333
2017,364.613077,0.94044363,121.877,1,114.965,174.29,1,182.658,9.552978261,1,9.590793478,264.2538752,0.998414855,161.1719348,1,168.4374457,4.257065217,1,4.223043478,90.99963646,0.998641304,2.386222065,0.987545413,36.17862935,0.982110511,38.95747065,46.22664891,0.985280859,49.68179565,20.49493478,0.987545413,DE-HoH,TRUE,Spring,-3.666666667
2018,403.91995,0.95448388,89.102,1,96.287,142.618,1,160.118,10.15604348,1,10.0378913,360.5184676,0.994791667,188.3188261,1,192.7108587,5.478358696,1,5.171445652,102.4731768,0.998867754,3.33937913,1,48.18713696,0.999547261,51.21825978,45.28691848,1,48.26936413,24.63130435,0.990489065,DE-HoH,TRUE,Spring,0.233333333
2019,370.609242,0.922101554,110.609,1,113.7,168.705,1,185.199,8.973130435,1,9.15873913,310.6185491,0.998414855,164.5201087,1,173.2279783,4.105663043,1,4.316869565,89.10112092,1,1.38835063,1,33.35787065,0.996829783,37.69649783,43.38224457,0.998867826,49.75742391,17.20755435,1,DE-HoH,TRUE,Spring,-7.833333333
2020,443.396033,0.971467011,NA,NA,NA,NA,NA,NA,9.024576087,1,NA,363.8825248,0.998641304,194.9767283,0.998414957,NA,5.158619565,1,NA,103.7967742,0.999773551,0.706965543,1,39.14277174,0.997735587,41.16478043,58.50891848,0.99909413,61.92257826,16.94854348,1,DE-HoH,TRUE,Spring,-6.526666667
2009,328.316968,0.996829576,92.674,0.979167,104.518,154.009,0.979167,167.653,9.219652174,1,9.65426087,NA,0,185.0113478,1,178.88325,3.357673913,1,3.504771739,78.30504549,0.97826087,NA,1,65.35919348,NA,NA,19.25796837,NA,NA,NA,NA,DE-Hte,FALSE,Spring,-3.256666667
2010,65.859207,0.40013587,133.666,0.979167,145.1,213.474,0.979167,238.54,7.081217391,1,7.559826087,NA,0,152.2223261,1,157.1246957,2.271228261,1,2.626630435,NA,NA,NA,1,51.0062163,NA,NA,23.32120217,NA,NA,NA,NA,DE-Hte,FALSE,Spring,-1.503333333
2011,162.053135,0.931159446,94.563,0.979167,86.428,159.105,0.979167,164.644,8.877293478,1,9.317902174,NA,0,178.1802609,1,178.9929783,3.528380435,1,3.78075,84.47829802,0.793251812,NA,1,49.01068696,NA,NA,16.94396163,NA,NA,NA,NA,DE-Hte,TRUE,Spring,0.126666667
2012,124.828229,0.997962022,79.613,0.979167,88.347,165.689,0.979167,198.012,8.627586957,1,9.207532609,364.2926604,0.978487319,168.35975,1,171.5817391,2.940652174,1,3.430576087,82.10648397,0.973731884,NA,1,42.79787174,NA,NA,22.7371337,NA,NA,NA,NA,DE-Hte,TRUE,Spring,-1.003333333
