year,GPP_NT_VUT_REF_sum,NEE_VUT_REF_QC_mean,P_F_sum,P_F_QC_mean,P_ERA_sum,P_F_jfmam_sum,P_F_QC_jfmam_mean,P_ERA_jfmam_sum,TA_F_mean,TA_F_QC_mean,TA_ERA_mean,PPFD_IN_mean,PPFD_IN_QC_mean,SW_IN_F_mean,SW_IN_F_QC_mean,SW_IN_ERA_mean,VPD_F_mean,VPD_F_QC_mean,VPD_ERA_mean,NETRAD_mean,NETRAD_QC_mean,G_F_MDS_mean,G_F_MDS_QC_mean,LE_F_MDS_mean,LE_F_MDS_QC_mean,LE_CORR_mean,H_F_MDS_mean,H_F_MDS_QC_mean,H_CORR_mean,SWC_F_MDS_1_mean,SWC_F_MDS_1_QC_mean,SITE_ID,keep_year,season,PDSI_mean
2003,470.53747,0.959691957,113.003,1,163.047,NA,NA,NA,16.75551087,1,17.03594565,453.9507443,0.999773551,221.9257065,1,221.7965109,8.487586957,1,8.446771739,145.1055927,0.999320652,NA,1,51.58924565,0.99162125,NA,67.91181739,0.99094175,NA,NA,NA,CA-Obs,TRUE,Summer,-1.91
2004,510.2608,0.941123424,326.965,1,258.904,NA,NA,NA,13.57565217,1,13.59108696,424.3026021,0.999094203,207.0893696,1,202.7358587,5.94873913,1,5.992695652,140.3388032,1,NA,1,50.14839565,0.997056217,NA,55.04211739,0.995470967,NA,NA,NA,CA-Obs,TRUE,Summer,2.24
2005,557.38243,0.862092707,260.595,1,301.155,NA,NA,NA,14.75238043,0.910552533,14.87151087,428.7152463,0.902173913,204.7262717,0.911231837,201.2852826,5.926402174,0.910552533,6.0435,139.8563046,0.901494565,NA,1,50.16981848,0.932518261,NA,49.0721913,0.93342413,NA,NA,NA,CA-Obs,TRUE,Summer,3.436666667
2006,541.43888,0.905797272,218.005,1,251.154,NA,NA,NA,17.08190217,0.99954713,16.99203261,472.8538323,0.999547101,232.4723261,1,221.376913,7.883423913,0.99954713,7.66126087,151.7581052,0.888813406,NA,1,53.83364783,0.996603272,NA,60.49686957,0.995017967,NA,NA,NA,CA-Obs,TRUE,Summer,2.02
2007,524.80473,0.91553437,226.993,1,194.171,NA,NA,NA,15.81066304,1,15.85725,464.4262801,0.997735507,228.2584348,1,225.3029457,7.528836957,1,7.63275,151.483352,0.999547101,NA,1,56.41891522,0.992753696,NA,60.98787609,0.99954713,NA,NA,NA,CA-Obs,TRUE,Summer,5.576666667
2008,570.28693,0.933197511,187.987,1,179.687,NA,NA,NA,16.27445652,1,16.23166304,475.2174572,0.999773551,229.188413,1,223.8576848,7.702336957,1,7.870586957,147.7360239,0.99682971,NA,1,62.1850337,1,NA,60.22867283,0.99932063,NA,NA,NA,CA-Obs,TRUE,Summer,-1.633333333
2009,595.82143,0.922101859,298.247,1,219.342,NA,NA,NA,14.61671739,0.999320696,14.3966413,447.2104246,0.999547101,216.7756739,1,210.7058043,6.142086957,0.999320696,6.390130435,141.6042068,0.889719203,NA,1,57.17870217,1,NA,52.88761196,1,NA,NA,NA,CA-Obs,TRUE,Summer,-1.33
2010,605.55825,0.844882087,208.997,1,238.715,NA,NA,NA,15.71563043,1,15.60778261,441.5081712,0.999547101,213.8427065,1,214.0793043,6.326054348,1,6.230369565,140.7385249,0.999547101,NA,1,59.74993587,0.895380413,NA,48.5744587,0.897192152,NA,NA,NA,CA-Obs,TRUE,Summer,4.81
2003,298.11783,0.039402011,341.461,0,341.461,NA,NA,NA,15.39292391,0.778079728,15.17119565,NA,0.581068841,196.2731739,0.764039859,198.6166413,6.124521739,0.778079728,6.037663043,128.7430603,0.752943841,4.220832283,0.661231674,43.14843043,0.04913938,52.86135326,48.01455652,0.364356815,58.68581196,NA,NA,CA-Qfo,FALSE,Summer,-3.14
2004,415.59539,0.839900174,302.971,0.999094391,341.97,NA,NA,NA,14.01832609,0.99909413,13.93520652,366.4037515,0.978940217,182.3053696,0.988224783,180.4937935,5.233673913,0.99909413,5.192326087,123.638519,0.980298913,4.205495543,0.986639609,45.34644348,0.854392924,56.14659891,46.99909239,0.982110783,57.74475326,16.31111957,0.987998348,CA-Qfo,TRUE,Summer,1.36
2005,428.63803,0.942481946,294.288,0.999320826,348.078,NA,NA,NA,16.9928913,1,16.97627174,429.8426453,0.923233696,214.75025,0.939538043,211.8792065,8.038836957,1,7.569891304,134.4708772,0.932971014,4.256338804,0.930253489,50.46302935,0.954257283,62.12274022,59.12488913,0.988903826,72.93395435,12.45577174,0.943161196,CA-Qfo,TRUE,Summer,-3.52
2006,467.68588,0.991621315,243.874,0.999320826,283.254,NA,NA,NA,15.63597826,1,15.79870652,446.0097463,0.997282609,214.7659674,0.999320696,207.5533261,6.736706522,1,6.825369565,141.5182105,0.997282609,4.198556413,0.998188587,52.58812174,0.997282587,64.4282087,59.44055,0.997735457,72.68604348,15.16334783,0.999094261,CA-Qfo,TRUE,Summer,-1.726666667
2007,386.88515,0.983242761,297.793,0.995923967,295.634,NA,NA,NA,14.65793478,1,14.88601087,428.2955622,0.915987319,205.5355326,0.998414957,204.8154348,6.674913043,1,6.508576087,136.0473656,0.998641304,4.428215217,0.996150413,48.81605543,0.997509152,59.80441087,57.9872837,0.997282717,70.73967609,13.59117391,1,CA-Qfo,TRUE,Summer,-2.14
2008,434.07402,0.969429141,613.396,0.998867957,464.872,NA,NA,NA,15.27211957,0.988450978,15.29397826,399.2925061,0.931838768,186.8717065,0.96693837,182.0003804,5.000586957,0.988450978,4.894728261,134.1149875,0.947690217,4.654336413,0.973505435,47.49254891,0.976222913,63.55619674,46.23244783,0.976449217,61.5697837,18.19590217,0.974637609,CA-Qfo,TRUE,Summer,3.486666667
2009,417.32798,0.956068913,195.684,0.998867957,316.245,NA,NA,NA,15.15247826,1,14.86777174,395.143182,0.995697464,190.2765761,1,184.6765978,5.995391304,1,5.456782609,126.8929287,0.998641304,4.385388478,0.99909413,50.22461522,0.999773696,57.82906522,55.92022174,0.999547065,64.30355435,13.55917391,1,CA-Qfo,TRUE,Summer,0.07
2010,422.29558,0.934782815,260.433,0.987771978,284.139,NA,NA,NA,15.62965217,0.993659489,15.80711957,432.6087735,0.94361413,209.989837,0.994112359,201.6271739,6.847586957,0.993659489,6.753173913,138.5483634,0.981431159,3.873988261,0.97848762,45.310875,0.962862272,58.55934457,57.37330435,0.997735783,73.41008043,13.3176413,0.993659489,CA-Qfo,TRUE,Summer,-3.466666667
2002,NA,NA,227.413,0,227.413,NA,NA,NA,21.28673913,1,21.26547826,NA,0,275.9130217,0,275.9130217,7.580119565,1,7.665423913,116.920187,1,5.817835761,1,22.54675761,0.205163033,30.90142826,54.52526304,0.204483467,73.24183804,11.36658696,1,CA-TP1,FALSE,Summer,0.773333333
2003,134.29747,0.408514293,320.45,0,320.45,NA,NA,NA,19.62384783,1,19.76356522,490.2931067,0.999773551,255.0355,1,259.7552935,5.418119565,1,6.151771739,114.1376998,0.999773551,2.994768152,1,30.97937391,0.421422087,44.28403478,43.31604457,0.421874957,62.06769674,10.95223913,1,CA-TP1,FALSE,Summer,1.91
2004,205.092785,0.269474446,357.263,0,357.263,NA,NA,NA,18.71307609,1,18.57054348,485.4703136,1,252.4444783,1,248.5243152,4.939402174,1,5.31126087,115.046449,0.999773551,4.814854783,1,25.49125217,0.275815087,32.10188043,44.96303913,0.276041391,56.63363804,11.33230435,1,CA-TP1,FALSE,Summer,3.656666667
2005,71.891304,0.348958455,259.093,0,259.093,NA,NA,NA,21.58657609,1,22.06754348,543.4407902,0.989809783,289.0876957,0.995923837,271.083663,6.499706522,1,8.12775,126.2676874,0.778985507,6.721808587,0.927762793,32.78204457,0.352128511,40.12834022,64.79444674,0.351675641,79.38713804,10.38931522,0.927762793,CA-TP1,FALSE,Summer,-0.793333333
2006,328.83753,0.318161087,258.066,0,258.066,NA,NA,NA,20.37015217,1,20.63393478,510.6591524,1,265.542837,1,270.0700978,5.663804348,1,7.2195,128.220781,1,5.246525217,1,54.2449587,0.329030826,63.1906163,52.50873478,0.329030826,61.1680087,10.981,1,CA-TP1,FALSE,Summer,-1.063333333
2007,305.92699,0.514492837,160.575,0,160.575,NA,NA,NA,20.1666087,1,20.57928261,539.5061471,0.999773551,280.6416196,1,279.5158152,7.13651087,1,7.923641304,137.2975451,0.999773551,5.817096087,1,37.56414674,0.528079924,42.02387174,76.75706522,0.531476783,86.45701413,8.96598913,1,CA-TP1,TRUE,Summer,-2.913333333
2008,419.36047,0.832427739,283.082,1,321.493,NA,NA,NA,20.26721739,1,19.85815217,541.1989558,0.984601449,279.1990978,0.992074109,268.8969674,6.629369565,0.9907155,6.15676087,145.9520061,0.969202899,5.526402174,0.990941935,50.11091196,0.907381967,62.08340109,57.03785761,0.906929293,71.664975,9.034565217,0.99026263,CA-TP1,TRUE,Summer,2.02
2009,486.46756,0.95153987,284.456,1,343.609,NA,NA,NA,18.57245652,1,18.56630435,547.2465506,0.887001812,263.5885109,0.958333304,251.6982826,5.425771739,0.95720113,5.534271739,128.1780599,0.948143116,4.237365217,0.95720113,49.05588043,0.998641522,57.16704348,60.21098261,0.999773565,69.63433152,11.07682609,0.956974696,CA-TP1,TRUE,Summer,0.456666667
2010,633.26279,0.941576065,283,1,316.749,NA,NA,NA,20.94909783,1,21.08532609,543.2181197,0.997735507,282.1430109,1,264.3004891,6.327173913,1,6.868054348,142.7441077,0.999773551,3.160663783,1,63.62364457,0.997282652,76.40786087,52.53197391,1,63.23625435,10.46279348,1,CA-TP1,TRUE,Summer,-2.22
2011,655.82002,0.944066924,214.077,1,235.493,NA,NA,NA,20.91441304,1,21.03878261,588.2835716,0.997282609,305.7554565,1,274.6807826,7.246054348,1,7.586576087,150.9301764,1,2.034870359,1,55.31518043,0.999094326,67.79914022,67.25531739,0.998867891,81.07290217,9.078184783,1,CA-TP1,TRUE,Summer,3.593333333
2012,567.46391,0.85484612,263.703,1,274.209,NA,NA,NA,20.93242391,1,21.12021739,525.1747158,0.99682971,273.734663,1,273.8620761,7.731434783,1,8.13,148.6074416,0.997961957,1.679068543,1,42.7667,0.998414891,52.81200652,77.66090543,0.998415087,95.01002826,7.921456522,1,CA-TP1,TRUE,Summer,-4.15
2013,770.58514,0.880887674,338.982,1,364.256,NA,NA,NA,19.56936957,1,19.77004348,482.3967404,0.998188406,250.9576522,1,254.0002174,5.473576087,1,5.792858696,156.7523869,0.929347826,1.332948989,1,56.5074,0.984827989,76.0291837,58.81845435,0.985507293,79.16013696,8.429902174,1,CA-TP1,TRUE,Summer,3.02
2014,481.15143,0,194.368,1,311.789,NA,NA,NA,19.74992391,1,19.43797826,506.1292545,1,263.1872391,1,258.152587,6.162652174,1,6.181771739,NA,NA,2.280345326,1,38.06987283,0,53.85151739,53.21176522,0.800724935,72.85032174,8.295902174,0.999773565,CA-TP1,FALSE,Summer,3.603333333
2002,NA,0.224637793,227.413,0,227.413,NA,NA,NA,21.076,1,21.26098913,550.3361307,0.999547101,286.2267717,1,272.1302717,6.915934783,1,7.574663043,174.6629072,0.999547101,5.90571163,3,55.61494239,0.22826075,66.30774457,76.730975,0.22826075,91.72604348,7.484586957,1,CA-TP3,FALSE,Summer,0.843333333
2003,592.42445,0.391304413,320.45,0,320.45,NA,NA,NA,19.92384783,0.87341487,19.77207609,490.4905757,0.863451087,253.5602609,0.873867739,256.19375,6.472369565,0.87341487,6.116793478,159.4460396,1,4.428130217,3,56.29410109,0.412817217,75.00678152,47.67568152,0.411911207,62.58660543,10.98905435,0.87341487,CA-TP3,FALSE,Summer,1.72
2004,492.17506,0.383831815,357.263,0,357.263,NA,NA,NA,18.76225,0.966712065,18.58911957,465.2329049,1,241.9210217,1,245.1172391,5.769228261,0.966712065,5.30675,150.3500206,0.999773551,2.821144891,3,31.89872391,0.394474924,46.00968804,67.54469891,0.396059967,97.3152837,10.49758696,1,CA-TP3,FALSE,Summer,3.426666667
2005,622.18721,0.395380481,259.093,0,259.093,NA,NA,NA,21.86075,1,22.05651087,522.1077532,1,271.4963261,1,267.3671304,8.086728261,1,8.019380435,171.7320632,1,3.987689239,3,59.76732283,0.408967587,73.23552391,61.1482663,0.409194022,75.65056196,8.188195652,1,CA-TP3,FALSE,Summer,-0.85
2006,660.18108,0.415760913,258.066,0,258.066,NA,NA,NA,20.40978261,1,20.63509783,492.7805727,1,256.2460326,1,266.3671413,6.784282609,1,7.144641304,161.2788942,1,2.840425,3,77.06256848,0.424818924,88.73946848,57.17647391,0.425724533,66.10073696,9.220923913,1,CA-TP3,FALSE,Summer,-1.303333333
2007,452.96107,0.411005413,160.575,0,160.575,NA,NA,NA,20.3191087,1,20.58057609,534.0432234,0.999547101,277.8036739,1,275.683663,8.490826087,1,7.82325,167.9710438,0.999773551,2.283104239,3,47.31301739,0.41621375,52.0101413,97.00921413,0.415987315,106.8568815,7.947271739,1,CA-TP3,FALSE,Summer,-3.093333333
2008,816.75165,0.96920312,283.082,1,321.493,NA,NA,NA,20.11281522,0.975090489,19.86544565,502.8763333,0.977128623,261.8530761,0.985960033,265.2103913,6.597326087,0.975090489,6.121282609,156.1007153,0.977807971,3.143624511,3,73.04828587,0.987092609,84.56384674,59.7174663,0.987318978,68.86369239,7.406934783,0.985054293,CA-TP3,TRUE,Summer,1.763333333
2009,849.15974,0.96942962,284.456,1,343.609,NA,NA,NA,19.04521739,0.742980185,18.58486957,492.8396686,0.940896739,257.2746522,0.951766359,248.2473478,5.318923913,0.742980185,5.521663043,141.5829464,0.940896739,2.012545217,3,80.02362283,0.999320696,86.38429239,51.65666848,0.99954713,56.23803804,7.198163043,0.95040775,CA-TP3,TRUE,Summer,0.573333333
2010,907.15219,0.983242957,283,1,316.749,NA,NA,NA,21.3141413,1,21.08247826,529.7015482,1,275.4447065,1,260.677163,5.481728261,1,6.806619565,154.2149789,1,2.148871087,3,84.66854891,0.999547065,91.20169891,56.58009348,0.99932063,60.76900761,7.087597826,1,CA-TP3,TRUE,Summer,-2.3
2011,851.65687,0.936141304,214.077,1,235.493,NA,NA,NA,21.26695652,1,21.03626087,533.0821223,1,277.2025543,1,270.9142717,6.987,1,7.498532609,162.1373798,1,2.040629902,3,67.27928804,0.916666707,73.73973696,79.2462913,0.994565228,86.08309565,6.65798913,1,CA-TP3,TRUE,Summer,3.723333333
2012,742.28548,0.97463763,263.703,1,274.209,NA,NA,NA,21.38665217,1,21.11709783,539.7344556,1,280.6620978,1,270.1072609,7.485586957,1,8.021663043,152.5126082,0.999773551,1.960379185,3,65.75881413,0.999094196,69.28663913,77.77014783,0.998641261,81.07371848,7.128445652,1,CA-TP3,TRUE,Summer,-4.156666667
2013,987.7785,0.94859575,338.982,1,364.256,NA,NA,NA,19.9146087,0.983695652,19.77823913,520.5488874,0.956974638,270.1886739,0.985280761,250.5175109,4.874086957,0.983695652,5.770695652,143.526691,0.956974638,2.187540109,3,87.06050978,0.999320826,89.45617717,49.89713587,0.99954713,51.28081413,8.49875,0.983242717,CA-TP3,TRUE,Summer,3.076666667
2014,989.71256,0.975769815,194.368,1,311.789,NA,NA,NA,19.62216304,1,19.44931522,526.9521872,0.999773551,274.0835652,1,254.6127717,5.212086957,1,6.14523913,152.1089125,0.999773551,2.173005,3,66.37214674,0.999547065,77.90077174,61.22318804,0.99932063,71.92086196,7.284065217,1,CA-TP3,TRUE,Summer,3.67
2002,NA,0,218.203,0,218.203,NA,NA,NA,21.41306522,1,21.54668478,529.8710967,0.999773551,255.641163,0.993659293,263.4684022,6.804065217,1,7.58625,173.1552511,0.999773551,2.836230652,1,41.74386087,0.997962022,50.10681304,100.3176815,0.998415022,120.3231957,8.058793478,1,CA-TP4,FALSE,Summer,0.85
2003,793.78919,0.97146762,307.519,0,307.519,NA,NA,NA,19.96745652,1,20.05543478,488.969666,0.999547101,226.7506522,0.990941935,248.0392826,4.523054348,1,6.138793478,153.4396549,1,4.234190543,0.907382109,59.27267065,0.991847761,80.77210109,49.7667913,0.992300826,68.18860761,11.07745652,0.977581609,CA-TP4,TRUE,Summer,1.67
2004,678.7739,0.968750196,342.839,0,342.839,NA,NA,NA,18.85220652,1,18.8701413,484.4714941,1,228.7918804,1,237.3152609,4.943271739,1,5.334445652,151.6590034,1,2.379391957,1,50.09306304,0.907382109,75.53401196,49.568875,0.998641522,75.46954783,10.80866304,1,CA-TP4,TRUE,Summer,3.346666667
2005,653.57067,0.985733674,248.609,0,248.609,NA,NA,NA,22.08366304,1,22.34318478,543.5734398,1,252.4390217,1,258.8566413,5.992652174,1,8.028369565,168.6519212,1,2.333350652,1,57.12219457,0.997056348,74.71095109,67.68089239,0.997282783,91.53046196,8.825728261,1,CA-TP4,TRUE,Summer,-0.89
2006,801.22163,0.958333283,247.649,0,247.649,NA,NA,NA,20.64354348,1,20.91913043,499.4312367,0.992074275,241.6558913,0.997056478,257.8886848,6.127,1,7.159945652,164.8244117,0.998188406,1.630903891,1,77.87004348,0.996829913,97.67026087,52.16891413,0.998188457,64.94057065,10.88952174,1,CA-TP4,TRUE,Summer,-1.293333333
2007,773.95918,0.951087022,154.099,0,154.099,NA,NA,NA,20.64227174,0.996829783,20.86525,545.3061277,0.987092391,262.4968152,0.997056087,266.9085543,8.02098913,1,7.833304348,176.5456995,0.987092391,1.903817391,1,62.06693043,0.995471109,74.09131957,84.18478913,0.995697348,100.1086022,7.599467391,0.996829783,CA-TP4,TRUE,Summer,-3.113333333
2008,947.1672,0.974637761,283.082,1,308.521,NA,NA,NA,20.13538043,1,20.14878261,531.1920516,0.998641304,256.4091196,1,256.7687717,5.67225,1,6.14326087,175.776397,0.998641304,2.303588696,1,88.86939674,0.995017902,113.39075,47.56663152,0.995244337,60.57841848,11.9091413,1,CA-TP4,TRUE,Summer,1.753333333
2009,851.82367,0.982790087,284.456,1,329.68,NA,NA,NA,19.01257609,1,18.86622826,503.5397716,0.999320652,238.9311522,0.99954713,240.3457065,4.926467391,1,5.54801087,163.380953,0.999320652,1.837001957,1,76.21244348,0.999547065,97.940225,49.13956196,0.999320761,63.48825109,11.60916304,1,CA-TP4,TRUE,Summer,1.086666667
2010,913.7875,0.95833338,283,1,303.94,NA,NA,NA,21.36575,1,21.36751087,532.3892568,1,251.9970435,1,252.3797174,5.206445652,1,6.823880435,173.7280251,1,2.1857225,1,88.09951522,0.970787924,111.7483576,46.59412174,0.999773696,59.32560435,9.729228261,1,CA-TP4,TRUE,Summer,-2.196666667
2011,879.98954,0.964900598,214.077,1,225.96,NA,NA,NA,21.60115217,1,21.32163043,NA,0.663043478,271.6171739,1,262.2914457,7.629826087,1,7.511130435,185.7665573,1,2.029284804,1,78.97369457,0.999320826,97.80312826,70.36253043,0.99954713,85.93771087,7.917576087,1,CA-TP4,TRUE,Summer,3.666666667
2012,732.10525,0.957427641,263.703,1,263.106,NA,NA,NA,22.06188043,0.999320761,21.40211957,550.0726837,0.998641304,264.9535543,0.998867826,261.5100761,8.688217391,1,8.031,177.6354894,0.998641304,1.72463612,1,72.26080543,0.999547065,86.21937717,76.17988043,0.99932063,90.04850109,7.675913043,1,CA-TP4,TRUE,Summer,-4.133333333
2013,903.56041,0.898777261,338.982,1,349.549,NA,NA,NA,20.22503261,0.999320761,20.06159783,535.5899161,0.997961957,254.4027609,0.999320761,242.5435761,6.387065217,1,5.795326087,176.0877766,0.997961957,1.816037935,1,79.56225978,0.97327887,105.4705543,51.97972391,0.997961891,69.10448587,9.633076087,1,CA-TP4,TRUE,Summer,3.126666667
2014,1122.8567,0.923007033,194.368,1,299.18,NA,NA,NA,20.11053261,0.999320761,19.73131522,545.6262707,0.998188406,260.3511848,0.999320761,246.5084457,6.711728261,1,6.166923913,177.3323285,0.998188406,1.785911413,1,69.53261957,0.999094326,96.18935543,56.80324457,0.999320761,79.18045435,7.943815217,1,CA-TP4,TRUE,Summer,3.69
2015,1029.612,0.929121435,254.055,1,244.762,NA,NA,NA,20.34198913,0.99954713,19.81346739,543.9797297,0.998641304,259.7141196,0.99954713,250.34475,6.845532609,1,6.390086957,178.298133,0.998641304,1.815683511,1,73.18598261,0.99909413,101.3210978,54.13916304,1,75.29840435,9.029054348,1,CA-TP4,TRUE,Summer,1.18
2016,839.65314,0.946104902,150.14,1,214.121,NA,NA,NA,22.0526413,0.894021739,21.94422826,587.7631173,0.998188406,281.3011522,0.998867826,272.2422935,8.53876087,1,8.618804348,187.7032314,0.998414855,1.705912826,0.999320696,61.21475761,0.998867826,78.91699565,82.84854457,0.998414957,107.1799587,6.408717391,0.999094261,CA-TP4,TRUE,Summer,-4.066666667
2017,1013.42719,0.939538033,150.637,1,303.154,NA,NA,NA,20.54375,1,19.93752174,531.6623949,1,256.8652609,1,247.3591304,7.332717391,1,6.144630435,171.3168397,1,1.542927957,1,63.70868804,0.997962087,84.76700109,63.8645837,0.998414957,84.98582935,6.946478261,1,CA-TP4,TRUE,Summer,4.566666667
2003,483.01619,0.3265397,228.558,0,228.558,NA,NA,NA,15.44819565,0.340353246,16.01259783,NA,0.336050725,222.0250435,0.340353246,224.3443152,7.456315217,0.340353246,8.536934783,NA,NA,NA,1,80.2133587,NA,NA,34.16042609,NA,NA,NA,NA,CA-WP1,FALSE,Summer,-1.506666667
2004,529.06893,0.958333141,223.13,0,223.13,NA,NA,NA,14.0801413,1,14.41503261,450.892183,1,224.7586087,1,218.7867717,5.799978261,1,6.990869565,140.2662523,1,NA,1,58.57498043,NA,NA,41.85201957,NA,NA,NA,NA,CA-WP1,TRUE,Summer,-1.01
2005,591.14601,0.973052522,209.553,0,209.553,NA,NA,NA,13.57597826,1,14.19391304,443.0351719,0.999094203,211.7949565,1,210.3413913,5.057771739,1,6.632130435,132.6704665,0.998641304,NA,1,59.6792913,NA,NA,37.51724674,NA,NA,NA,NA,CA-WP1,TRUE,Summer,1.596666667
2006,586.00652,0.96150388,147.86,0,147.86,NA,NA,NA,15.48036957,1,16.60523913,482.3130681,0.999547101,234.1576848,1,227.8143478,6.866130435,1,9.034826087,150.5744557,0.999773551,NA,1,66.7475913,NA,NA,43.0173913,NA,NA,40.2713913,0.908967489,CA-WP1,TRUE,Summer,-3.736666667
2007,630.63921,0.968750185,178.373,0,178.373,NA,NA,NA,14.99780435,1,15.68238043,452.4208586,0.999547101,225.6295761,1,230.201163,6.218880435,1,8.08225,145.1205277,0.999773551,NA,1,64.55093152,NA,NA,37.91075326,NA,NA,NA,NA,CA-WP1,TRUE,Summer,-2.733333333
2008,636.3875,0.976222946,252.463,0,252.463,NA,NA,NA,15.06422826,1,15.41380435,470.3590557,1,232.3037283,1,220.4074891,6.125554348,1,7.645543478,148.3083582,1,NA,1,44.43851413,NA,NA,41.13071196,NA,NA,NA,NA,CA-WP1,TRUE,Summer,0.113333333
2009,578.49166,0.92776275,157.601,0,157.601,NA,NA,NA,14.02668478,0.982337076,15.00568478,479.1690439,0.973052536,239.6256957,0.983242815,236.5933696,6.420543478,0.982337076,8.588163043,150.8411853,0.973052536,NA,1,43.03957391,NA,NA,43.82069565,NA,NA,NA,NA,CA-WP1,TRUE,Summer,0.23
2006,824.39669,0.755208402,466.484,0,466.484,NA,NA,NA,10.86411957,0.761548913,10.9838913,NA,0.672554348,230.487163,0.761775217,242.0293478,4.94951087,0.761548913,5.084836957,NA,NA,7.059651739,0.746603076,110.3196098,0.757925891,NA,19.77178587,0.760190109,NA,NA,NA,CH-Aws,FALSE,Summer,-2.516666667
2007,964.5894,0.617527196,607.711,0,607.711,NA,NA,NA,12.07448913,1,10.90238043,457.0402405,1,228.5199348,1,225.3275217,5.510445652,1,4.60848913,NA,NA,NA,NA,119.7426935,0.617527402,NA,15.29490435,0.622509228,NA,NA,NA,CH-Aws,FALSE,Summer,-2.446666667
2008,740.38545,0.899230065,522.545,0,522.545,NA,NA,NA,12.24267391,0.975996359,11.33586957,NA,0,212.555837,0.929347739,222.151,5.17375,0.933650315,4.748586957,NA,NA,7.589764891,0.918931348,102.7739261,0.901268109,90.29404783,18.17633696,0.904438598,15.95872391,32.17158696,0.975996359,CH-Aws,FALSE,Summer,0.166666667
2009,760.27077,0.780344239,464.818,0,464.818,NA,NA,NA,12.3738587,0.896738837,11.43442391,NA,0.596693841,230.3358478,0.599637717,230.8547609,5.161717391,0.809782663,4.80673913,NA,NA,-13.48559565,1,114.4901848,0.858921783,100.6822174,17.06743543,0.899909359,14.98153098,34.07565217,0.978034457,CH-Aws,FALSE,Summer,-1.433333333
2010,827.05228,0.954030989,346.401,1,564.063,NA,NA,NA,9.999902174,1,11.27122826,433.8855265,0.998641304,218.1963478,0.99909413,224.3095652,4.489913043,1,4.799,119.2980941,1,4.381191413,1,109.624337,0.959918696,96.49164891,20.50963587,0.964220957,18.15504783,25.94786957,1,CH-Aws,FALSE,Summer,-0.446666667
2011,810.67982,0.963541772,364.415,1,546.646,NA,NA,NA,9.721076087,0.973505435,10.29847826,400.0996337,0.955163043,203.1959674,0.975543478,223.334337,4.232804348,0.973505435,4.303369565,113.7202376,0.944972826,3.209167609,0.994791739,90.49272174,0.971467326,91.26244239,16.44358261,0.971920261,16.81608587,29.45775,0.996376848,CH-Aws,FALSE,Summer,-2.893333333
2012,-305.52832,NA,619.119,0,619.119,NA,NA,NA,11.33815217,0,11.33815217,NA,0,233.3032609,0,233.3032609,4.651271739,0,4.651271739,NA,NA,NA,NA,56.26507826,0,55.8398837,-4.80756163,0,-4.576976196,31.8756413,0,CH-Aws,FALSE,Summer,-1.693333333
2013,881.17359,0.995471109,490.73,0,490.73,NA,NA,NA,10.87802174,1,11.35580435,453.7206558,0.999773551,239.3525326,0.998641196,233.9127065,4.782793478,1,5.149380435,NA,NA,4.841229446,1,103.9422391,0.999094326,NA,17.62987467,0.99954713,NA,27.53167391,1,CH-Aws,FALSE,Summer,-0.32
2014,698.8616,0.994565304,487.396,0,487.396,NA,NA,NA,9.243619565,1,9.771858696,375.9998081,0.999773551,202.848087,1,222.3523804,3.195978261,1,3.884706522,NA,NA,3.893262988,1,84.60493696,0.998867891,NA,21.2032837,0.999773696,NA,26.04413043,1,CH-Aws,FALSE,Summer,0.953333333
2015,616.11296,0.993432859,403.49,0,403.49,NA,NA,NA,12.51680435,1,12.93944565,438.8359729,0.997735507,249.8024674,1,231.8540978,5.665869565,1,6.083608696,NA,NA,6.568100761,1,103.8499,0.99932063,NA,21.33235978,0.99932063,NA,17.94576087,0.765171967,CH-Aws,TRUE,Summer,-1.453333333
2016,763.52409,0.995018033,710.943,0.576766435,641.027,NA,NA,NA,11.05626087,0.999547065,11.36165217,441.9007127,0.998641304,224.9115978,0.999094196,217.2356413,4.258097826,0.999547065,4.690728261,NA,NA,6.604021196,0.999547065,97.20804457,0.999773696,NA,23.63267935,0.999094391,NA,28.77671739,0.991168587,CH-Aws,TRUE,Summer,2.7
2017,909.23241,0.991394739,617.897,0.548007359,502.415,NA,NA,NA,12.69468478,1,12.32268478,460.3438616,1,234.8300543,1,228.3458261,5.943456522,1,5.302695652,NA,NA,4.447196522,1,103.3964478,0.998867826,NA,18.12042065,0.997735783,NA,19.49791304,0.997735652,CH-Aws,TRUE,Summer,-1.5
2018,919.22983,0.991848152,498.632,0.551177663,420.794,NA,NA,NA,12.21132609,1,12.16946739,457.8080071,1,233.858413,1,230.920163,5.107923913,1,5.27375,NA,NA,5.653786196,1,84.53806413,0.999094196,NA,23.5410087,0.999094196,NA,31.7646087,1,CH-Aws,TRUE,Summer,-3.433333333
2019,1021.72993,0.996150402,505.676,0,505.676,NA,NA,NA,13.11253261,1,12.76175,484.0538574,0.999320652,244.3038804,1,236.0874783,6.37748913,1,5.770358696,NA,NA,9.03861663,1,78.1340913,0.999320826,NA,16.97233913,0.998867957,NA,26.2361413,0.958333304,CH-Aws,TRUE,Summer,-2.066666667
