"year","GPP_NT_VUT_REF_sum","NEE_VUT_REF_QC_mean","P_F_sum","P_F_QC_mean","P_ERA_sum","TA_F_mean","TA_F_QC_mean","TA_ERA_mean","PPFD_IN_mean","PPFD_IN_QC_mean","SW_IN_F_mean","SW_IN_F_QC_mean","SW_IN_ERA_mean","VPD_F_mean","VPD_F_QC_mean","VPD_ERA_mean","NETRAD_mean","NETRAD_QC_mean","G_F_MDS_mean","G_F_MDS_QC_mean","LE_F_MDS_mean","LE_F_MDS_QC_mean","LE_CORR_mean","H_F_MDS_mean","H_F_MDS_QC_mean","H_CORR_mean","SWC_F_MDS_1_mean","SWC_F_MDS_1_QC_mean","SITE_ID","keep_year"
2005,243.12449,0.878663120879121,147.914,0.912774835164835,128.945,12.7240659340659,0.918956153846154,12.2091318681319,NA,0.504349816849817,84.3799120879121,0.855769186813187,85.0701098901099,3.1498021978022,0.220009267362637,3.07496703296703,33.0453403229387,0.689102564102564,-0.521687824175824,0.918956153846154,22.2241406593407,0.882097230769231,24.6770879120879,6.73747285714286,0.882783868131868,8.15029571428571,NA,NA,"BE-Bra",TRUE
2006,292.9429,0.993818879120879,141.946,1,167.083,13.5662747252747,0.998168351648352,13.6781758241758,189.079038259204,0.997710622710623,82.6767362637363,0.998397472527472,83.5693076923077,3.50425274725275,0.998168351648352,3.33554945054945,32.4017317624224,0.787087912087912,-0.432184483516484,1,18.8712120879121,0.99793956043956,25.7111076923077,4.00185291208791,0.997710769230769,0.741947912087912,NA,NA,"BE-Bra",TRUE
2007,179.3379,0.957188681318681,170.033,0.96108043956044,174.687,10.2756703296703,0.961538351648352,10.3882527472527,NA,0,75.3253736263736,0.962225384615385,71.8855054945055,2.47426373626374,0.961538351648352,2.30572527472528,NA,NA,-1.63571483516484,0.96543043956044,10.8087373626374,0.960851648351648,8.84265604395604,3.26613516483516,0.960622725274725,2.67206153846154,NA,NA,"BE-Bra",TRUE
2008,477.74812,0,187.112,0.925824175824176,181.06,10.1833956043956,1,10.330021978022,NA,0,79.5953406593407,1,74.1123626373626,2.65895604395604,1,2.42465934065934,33.0874896380793,0.999542124542125,-1.3671878021978,1,13.6729175824176,0.998855450549451,28.1065857142857,3.02027571428571,0.999542417582418,2.82469450549451,NA,NA,"BE-Bra",FALSE
2009,287.09575,0.961996,250.39,1,188.812,11.7888351648352,1,12.0783956043956,NA,0,81.9874615384615,0.854166703296703,76.6783186813187,3.04210989010989,1,3.25465934065934,34.3006565890539,0.975732600732601,-0.625892868131868,0.999542087912088,15.0917934065934,0.975274879120879,21.9563572527473,6.02395428571429,0.995650197802198,12.2536328571429,NA,NA,"BE-Bra",TRUE
2010,273.94148,0.997481648351648,318.694,1,250.257,9.91142857142857,1,10.2633626373626,NA,0,79.0404945054945,1,75.042978021978,2.26208791208791,1,2.33091208791209,37.61687021158,0.998855311355311,-0.861699,1,16.3974307692308,0.999542417582418,24.038689010989,5.29294901098901,1,10.2914032967033,NA,NA,"BE-Bra",TRUE
2011,416.52383,0.993361032967033,93.341,1,87.41,12.3735604395604,0.996336967032967,11.9320769230769,NA,0,89.1764945054945,0.997481648351648,84.0719120879121,3.10558241758242,0.996336967032967,2.83997802197802,36.3504921747099,0.987866300366301,-0.662814021978022,0.997252857142857,26.8108516483516,0.998626395604396,38.5288923076923,2.08723076923077,0.998397472527472,-0.535452747252748,NA,NA,"BE-Bra",TRUE
2012,363.97609,0.989011296703297,187.644,1,200.632,10.7448901098901,1,10.7403296703297,NA,0,85.5981318681319,1,77.8916373626374,2.9209010989011,1,2.78218681318681,37.7219333596368,0.998855311355311,-0.699624703296703,1,28.7765153846154,0.994276659340659,36.7675164835165,-1.89429571428571,0.993818945054945,1.7815989010989,NA,NA,"BE-Bra",TRUE
2013,279.22245,0.784340923076923,345.617,1,282.588,11.211010989011,1,11.2468241758242,NA,0,77.5132417582418,1,75.5006263736264,2.66007692307692,1,2.59713186813187,36.8692886125399,0.999313186813187,-0.587135813186813,1,17.4484373626374,0.818910373626374,27.4802351648352,-6.41546703296703,0.819597076923077,-2.07798681318681,NA,NA,"BE-Bra",TRUE
2014,305.93741,0.988324384615385,117.334,1,173.849,12.7154835164835,1,12.591,NA,0,80.6445274725275,1,77.9113736263736,2.88996703296703,1,2.58103296703297,37.2998364468864,0.999313186813187,-0.456596208791209,1,17.8271032967033,0.998168681318681,22.095526043956,2.94144626373626,0.999542417582418,5.91870769230769,NA,NA,"BE-Bra",TRUE
