"SITE_ID","SITE_LON","SITE_LAT","TC_LON","TC_LAT","TC_LON_IND","TC_LAT_IND","PDSI_Spring_1991_mean","PDSI_Summer_1991_mean","PDSI_Fall_1991_mean","PDSI_Spring_1992_mean","PDSI_Summer_1992_mean","PDSI_Fall_1992_mean","PDSI_Spring_1993_mean","PDSI_Summer_1993_mean","PDSI_Fall_1993_mean","PDSI_Spring_1994_mean","PDSI_Summer_1994_mean","PDSI_Fall_1994_mean","PDSI_Spring_1995_mean","PDSI_Summer_1995_mean","PDSI_Fall_1995_mean","PDSI_Spring_1996_mean","PDSI_Summer_1996_mean","PDSI_Fall_1996_mean","PDSI_Spring_1997_mean","PDSI_Summer_1997_mean","PDSI_Fall_1997_mean","PDSI_Spring_1998_mean","PDSI_Summer_1998_mean","PDSI_Fall_1998_mean","PDSI_Spring_1999_mean","PDSI_Summer_1999_mean","PDSI_Fall_1999_mean","PDSI_Spring_2000_mean","PDSI_Summer_2000_mean","PDSI_Fall_2000_mean","PDSI_Spring_2001_mean","PDSI_Summer_2001_mean","PDSI_Fall_2001_mean","PDSI_Spring_2002_mean","PDSI_Summer_2002_mean","PDSI_Fall_2002_mean","PDSI_Spring_2003_mean","PDSI_Summer_2003_mean","PDSI_Fall_2003_mean","PDSI_Spring_2004_mean","PDSI_Summer_2004_mean","PDSI_Fall_2004_mean","PDSI_Spring_2005_mean","PDSI_Summer_2005_mean","PDSI_Fall_2005_mean","PDSI_Spring_2006_mean","PDSI_Summer_2006_mean","PDSI_Fall_2006_mean","PDSI_Spring_2007_mean","PDSI_Summer_2007_mean","PDSI_Fall_2007_mean","PDSI_Spring_2008_mean","PDSI_Summer_2008_mean","PDSI_Fall_2008_mean","PDSI_Spring_2009_mean","PDSI_Summer_2009_mean","PDSI_Fall_2009_mean","PDSI_Spring_2010_mean","PDSI_Summer_2010_mean","PDSI_Fall_2010_mean","PDSI_Spring_2011_mean","PDSI_Summer_2011_mean","PDSI_Fall_2011_mean","PDSI_Spring_2012_mean","PDSI_Summer_2012_mean","PDSI_Fall_2012_mean","PDSI_Spring_2013_mean","PDSI_Summer_2013_mean","PDSI_Fall_2013_mean","PDSI_Spring_2014_mean","PDSI_Summer_2014_mean","PDSI_Fall_2014_mean","PDSI_Spring_2015_mean","PDSI_Summer_2015_mean","PDSI_Fall_2015_mean","PDSI_Spring_2016_mean","PDSI_Summer_2016_mean","PDSI_Fall_2016_mean","PDSI_Spring_2017_mean","PDSI_Summer_2017_mean","PDSI_Fall_2017_mean","PDSI_Spring_2018_mean","PDSI_Summer_2018_mean","PDSI_Fall_2018_mean","PDSI_Spring_2019_mean","PDSI_Summer_2019_mean","PDSI_Fall_2019_mean","PDSI_Spring_2020_mean","PDSI_Summer_2020_mean","PDSI_Fall_2020_mean","PDSI_Spring_2021_mean","PDSI_Summer_2021_mean","PDSI_Fall_2021_mean"
"RU-Fyo",32.92208,56.46153,32.9375,56.4791666666667,5111,805,3.55,5.49,5.49,2.57333333333333,-1.95,-1.95,-1.00333333333333,-1.45333333333333,-1.45333333333333,1.54333333333333,-0.153333333333333,-0.153333333333333,1.73666666666667,0.243333333333333,0.243333333333333,-2.88,-2.97333333333333,-2.97333333333333,-0.166666666666667,0.693333333333333,0.693333333333333,1.7,3.47333333333333,3.47333333333333,3.05,-3.40333333333333,-3.40333333333333,-1.27333333333333,1.83,1.83,1.56,0.536666666666667,0.536666666666667,-1.02666666666667,-3.77,-3.77,-2.94333333333333,2.63333333333333,2.63333333333333,2.85333333333333,1.54333333333333,1.54333333333333,1.47333333333333,2.54333333333333,2.54333333333333,-2.78666666666667,-2.56333333333333,-2.56333333333333,1.06666666666667,-2.02,-2.02,0.0566666666666666,1.94333333333333,1.94333333333333,1.50333333333333,2.93666666666667,2.93666666666667,4.06333333333333,2.24333333333333,2.24333333333333,0.826666666666667,-1.31333333333333,-1.31333333333333,2.49,2.82666666666667,2.82666666666667,3.26,3.37666666666667,3.37666666666667,1.15666666666667,-0.526666666666667,-0.526666666666667,-1.61,-2.63333333333333,-2.63333333333333,-1.7,0.933333333333333,0.933333333333333,2.53333333333333,3.9,3.9,3.33333333333333,1.53333333333333,1.53333333333333,-2.2,-2.83333333333333,-2.83333333333333,0.0233333333333333,1.15666666666667,1.15666666666667,-0.0333333333333333,-0.916666666666667,-0.916666666666667
"SE-Deg",19.556539,64.182029,19.5625,64.1875,4790,620,-1.28333333333333,2.42333333333333,2.42333333333333,0.2,-0.54,-0.54,-1.07,1.39666666666667,1.39666666666667,1.62,-2.23333333333333,-2.23333333333333,-0.116666666666667,1.76333333333333,1.76333333333333,-5.77666666666667,-2.88666666666667,-2.88666666666667,-1.20666666666667,-1.61333333333333,-1.61333333333333,-1.28333333333333,4.96,4.96,4.16333333333333,2.28666666666667,2.28666666666667,-1.61,3.4,3.4,4.24,5.17666666666667,5.17666666666667,3.88,1.97,1.97,-3.8,-2.69333333333333,-2.69333333333333,-3.65666666666667,-2.50333333333333,-2.50333333333333,-0.55,1.13666666666667,1.13666666666667,-0.35,-1.61,-1.61,1.23666666666667,1.40666666666667,1.40666666666667,2.29333333333333,1.56666666666667,1.56666666666667,-0.166666666666667,0.223333333333333,0.223333333333333,0.47,2.00333333333333,2.00333333333333,-0.996666666666667,-1.27666666666667,-1.27666666666667,2.45333333333333,3.73,3.73,1.89666666666667,0.396666666666667,0.396666666666667,-0.123333333333333,-0.226666666666667,-0.226666666666667,1.98666666666667,3.76,3.76,2.7,3.26666666666667,3.26666666666667,2.16666666666667,1.26666666666667,1.26666666666667,-0.7,-2.23333333333333,-2.23333333333333,-2.63333333333333,-1.93333333333333,-1.93333333333333,0.643333333333333,0.633333333333333,0.633333333333333,3.33,2.74,2.74
"SE-Htm",13.41897,56.09763,13.4375,56.1041666666667,4643,814,-2.04,1.91,1.91,0.0533333333333334,-2.56,-2.56,-1.87333333333333,-1.93,-1.93,3.73666666666667,1.41333333333333,1.41333333333333,3.65666666666667,2.63666666666667,2.63666666666667,-2.69333333333333,-1.34333333333333,-1.34333333333333,-2.43333333333333,-0.0866666666666667,-0.0866666666666667,0.336666666666667,2.78666666666667,2.78666666666667,3.81,4.69,4.69,2.9,2.4,2.4,0.976666666666667,0.286666666666667,0.286666666666667,2.04,2.68,2.68,-1.85,0.256666666666667,0.256666666666667,-1.53666666666667,0.726666666666667,0.726666666666667,1.15333333333333,-1.10333333333333,-1.10333333333333,-1.66,-0.706666666666667,-0.706666666666667,1.96666666666667,4.18,4.18,1.98333333333333,-0.63,-0.63,-0.73,-1.12,-1.12,0.276666666666667,1.3,1.3,1.60333333333333,2.70333333333333,2.70333333333333,1.59666666666667,2.34,2.34,1.25,-0.316666666666667,-0.316666666666667,-0.896666666666667,-0.236666666666667,-0.236666666666667,1.90666666666667,1.71666666666667,1.71666666666667,0.533333333333333,-0.566666666666667,-0.566666666666667,-1.9,1.3,1.3,3.13333333333333,-3.2,-3.2,-3.3,-3.6,-3.6,-1.75333333333333,-2.40333333333333,-2.40333333333333,-2.39,-0.386666666666667,-0.386666666666667
"SE-Nor",17.479504,60.0865,17.4791666666667,60.1041666666667,4740,718,-1,2.04666666666667,2.04666666666667,0.16,-1.52333333333333,-1.52333333333333,-2.36,-1.54666666666667,-1.54666666666667,0.29,-1.61,-1.61,2.57666666666667,2.67333333333333,2.67333333333333,-3.42,-2.37666666666667,-2.37666666666667,-2.94666666666667,-1.03,-1.03,0.86,2.51,2.51,4.01,1.93333333333333,1.93333333333333,-3.16,1.04,1.04,2.81,0.993333333333333,0.993333333333333,-0.576666666666667,-0.246666666666667,-0.246666666666667,-4.25666666666667,-2.09,-2.09,-2.25666666666667,-1.55,-1.55,-2.24333333333333,0.726666666666667,0.726666666666667,-0.933333333333333,-1.41666666666667,-1.41666666666667,-1.42333333333333,-1.35,-1.35,-1.03333333333333,-0.583333333333333,-0.583333333333333,0.38,1.92666666666667,1.92666666666667,1.60333333333333,1.64666666666667,1.64666666666667,-0.486666666666667,-1.36666666666667,-1.36666666666667,-2.41333333333333,2.8,2.8,2.27333333333333,0.25,0.25,-2.99666666666667,-2.17666666666667,-2.17666666666667,-0.516666666666667,1.84,1.84,-0.133333333333333,0.233333333333333,0.233333333333333,-2.13333333333333,-2.06666666666667,-2.06666666666667,0.866666666666667,-3.43333333333333,-3.43333333333333,-4.63333333333333,-2.86666666666667,-2.86666666666667,-2.85333333333333,-2.88666666666667,-2.88666666666667,-3.8,-0.22,-0.22
"SE-Ros",19.738,64.1725,19.7291666666667,64.1875,4794,620,-1.32666666666667,2.36666666666667,2.36666666666667,0.206666666666667,-0.536666666666667,-0.536666666666667,-1.06,1.40333333333333,1.40333333333333,1.65,-2.19666666666667,-2.19666666666667,-0.223333333333333,1.67666666666667,1.67666666666667,-5.78,-2.87,-2.87,-1.16,-1.5,-1.5,-1.20333333333333,4.99333333333333,4.99333333333333,4.20333333333333,2.34666666666667,2.34666666666667,-1.57,3.36,3.36,4.22333333333333,5.14333333333333,5.14333333333333,3.9,2.09666666666667,2.09666666666667,-3.78,-2.74,-2.74,-3.60333333333333,-2.35,-2.35,-0.483333333333333,1.15,1.15,-0.366666666666667,-1.65333333333333,-1.65333333333333,1.21,1.48666666666667,1.48666666666667,2.42,1.76,1.76,-0.0933333333333333,0.226666666666667,0.226666666666667,0.503333333333333,1.94666666666667,1.94666666666667,-0.976666666666667,-1.25666666666667,-1.25666666666667,2.45666666666667,3.70333333333333,3.70333333333333,1.95333333333333,0.496666666666667,0.496666666666667,-0.123333333333333,-0.21,-0.21,2.00666666666667,3.72333333333333,3.72333333333333,2.76666666666667,3.4,3.4,2.23333333333333,1.33333333333333,1.33333333333333,-0.333333333333333,-2.23333333333333,-2.23333333333333,-3,-2.4,-2.4,0.91,0.916666666666667,0.916666666666667,3.58,3.13333333333333,3.13333333333333
"SE-Svb",19.7745,64.25611,19.7708333333333,64.2708333333333,4795,618,-0.546666666666667,2.40333333333333,2.40333333333333,-0.22,-0.603333333333333,-0.603333333333333,-1.05,1.67333333333333,1.67333333333333,1.62,-2.11333333333333,-2.11333333333333,-0.253333333333333,1.70666666666667,1.70666666666667,-5.16333333333333,-2.47333333333333,-2.47333333333333,-0.393333333333333,-0.926666666666667,-0.926666666666667,-0.343333333333333,4.98,4.98,4.05,2.25333333333333,2.25333333333333,-1.52333333333333,3.39,3.39,4.13333333333333,5.08,5.08,3.75666666666667,2.09666666666667,2.09666666666667,-3.54666666666667,-2.64666666666667,-2.64666666666667,-3.45666666666667,-2.02333333333333,-2.02333333333333,-0.466666666666667,1.29,1.29,-0.396666666666667,-1.82333333333333,-1.82333333333333,1.17666666666667,1.72666666666667,1.72666666666667,2.48666666666667,1.93333333333333,1.93333333333333,0.63,0.31,0.31,1.30666666666667,2.34,2.34,-0.796666666666667,-1.27,-1.27,2.43,3.64333333333333,3.64333333333333,1.93333333333333,1.23666666666667,1.23666666666667,-0.203333333333333,-0.203333333333333,-0.203333333333333,2.03666666666667,3.70666666666667,3.70666666666667,2.73333333333333,3.5,3.5,2.26666666666667,1.33333333333333,1.33333333333333,-0.333333333333333,-2.16666666666667,-2.16666666666667,-2.9,-2.2,-2.2,0.916666666666667,1.11,1.11,3.69,3.24,3.24
"US-Bar",-71.2881,44.0646,-71.2708333333333,44.0625,2610,1103,1.81666666666667,-1.44,-1.44,0.216666666666667,-1.49333333333333,-1.49333333333333,-0.24,-1.75,-1.75,-0.54,0.15,0.15,-2.02333333333333,-3.24666666666667,-3.24666666666667,2.25333333333333,3.58333333333333,3.58333333333333,2.13333333333333,1.03,1.03,0.493333333333333,2.04666666666667,2.04666666666667,-0.42,-2.88,-2.88,0.83,1.89,1.89,-0.42,-2.54333333333333,-2.54333333333333,-2.06333333333333,0.846666666666667,0.846666666666667,-1.47666666666667,-1.17,-1.17,-1.87333333333333,-0.263333333333333,-0.263333333333333,1.22,2.30333333333333,2.30333333333333,1.96666666666667,5.13,5.13,3.92,2.46666666666667,2.46666666666667,3.58,4.01,4.01,2.99,5.26,5.26,2.82333333333333,1.48333333333333,1.48333333333333,2.95,3.85333333333333,3.85333333333333,-1.27666666666667,-1.22666666666667,-1.22666666666667,-0.16,3.68666666666667,3.68666666666667,2.42333333333333,2.6,2.6,-0.653333333333333,-0.71,-0.71,-1.3,-3.06666666666667,-3.06666666666667,-0.2,2.63333333333333,2.63333333333333,1.43333333333333,-0.166666666666667,-0.166666666666667,3.53333333333333,3.36666666666667,3.36666666666667,2.11,1.35666666666667,1.35666666666667,-1.84666666666667,-1.60666666666667,-1.60666666666667
"US-Blo",-120.6328,38.8953,-120.645833333333,38.8958333333333,1425,1227,1.42,2.54666666666667,2.54666666666667,-1.45666666666667,-1.60333333333333,-1.60333333333333,0.83,3.93333333333333,3.93333333333333,-1.76,-1.21,-1.21,3.65333333333333,7.18,7.18,3.42,5.37333333333333,5.37333333333333,-0.0933333333333333,-2.23,-2.23,2.39,5.05666666666667,5.05666666666667,2.51333333333333,1.76,1.76,0.00666666666666664,1.94666666666667,1.94666666666667,-1.24333333333333,-2.34333333333333,-2.34333333333333,-1.76666666666667,-1.22333333333333,-1.22333333333333,0.753333333333333,2.94333333333333,2.94333333333333,-2.24666666666667,-3.71,-3.71,0.536666666666667,5.01666666666667,5.01666666666667,4.13,3.32333333333333,3.32333333333333,-2.37666666666667,-2.17,-2.17,-3.6,-5.30333333333333,-5.30333333333333,-3.44,1.01333333333333,1.01333333333333,1.05,2.74,2.74,3.14,4.11666666666667,4.11666666666667,-1.26666666666667,-1.76333333333333,-1.76333333333333,-2.83333333333333,-2.80333333333333,-2.80333333333333,-3.45666666666667,-3.49333333333333,-3.49333333333333,-2.9,-1.72666666666667,-1.72666666666667,0.833333333333333,0.5,0.5,2.36666666666667,1.76666666666667,1.76666666666667,0.933333333333333,1.6,1.6,3.2,5.16666666666667,5.16666666666667,1.25333333333333,2.24333333333333,2.24333333333333,-3.19333333333333,-4.75666666666667,-4.75666666666667
"US-Dk2",-79.1004,35.9736,-79.1041666666667,35.9791666666667,2422,1297,1.23333333333333,-0.08,-0.08,-3.58,-2.26333333333333,-2.26333333333333,2.70666666666667,-0.0533333333333333,-0.0533333333333333,-0.31,-1.39666666666667,-1.39666666666667,-3.33,-0.836666666666667,-0.836666666666667,2.15333333333333,2.06333333333333,2.06333333333333,2.94333333333333,0.62,0.62,3.59333333333333,2.30666666666667,2.30666666666667,-2.54666666666667,-3.45333333333333,-3.45333333333333,-0.466666666666667,0.413333333333333,0.413333333333333,-1.50666666666667,-0.843333333333333,-0.843333333333333,-5.00333333333333,-5.56666666666667,-5.56666666666667,4.25,6.51333333333333,6.51333333333333,2.70333333333333,2.81333333333333,2.81333333333333,1.5,-1.60333333333333,-1.60333333333333,-3.92666666666667,-1.92,-1.92,0.61,-2.79666666666667,-2.79666666666667,-3.95,-3.18333333333333,-3.18333333333333,0.87,-0.303333333333333,-0.303333333333333,2.09,-0.893333333333333,-0.893333333333333,-3.86666666666667,-4.06666666666667,-4.06666666666667,-2.04,-2.19,-2.19,-1.52333333333333,3.43333333333333,3.43333333333333,2.97,3.21666666666667,3.21666666666667,2.93333333333333,2.24666666666667,2.24666666666667,2.9,2.2,2.2,-0.766666666666667,2.26666666666667,2.26666666666667,-0.0666666666666667,2.46666666666667,2.46666666666667,5,2.96666666666667,2.96666666666667,1.44333333333333,3.24,3.24,3.51333333333333,2.03333333333333,2.03333333333333
"US-Dk3",-79.0942,35.9782,-79.1041666666667,35.9791666666667,2422,1297,1.23333333333333,-0.08,-0.08,-3.58,-2.26333333333333,-2.26333333333333,2.70666666666667,-0.0533333333333333,-0.0533333333333333,-0.31,-1.39666666666667,-1.39666666666667,-3.33,-0.836666666666667,-0.836666666666667,2.15333333333333,2.06333333333333,2.06333333333333,2.94333333333333,0.62,0.62,3.59333333333333,2.30666666666667,2.30666666666667,-2.54666666666667,-3.45333333333333,-3.45333333333333,-0.466666666666667,0.413333333333333,0.413333333333333,-1.50666666666667,-0.843333333333333,-0.843333333333333,-5.00333333333333,-5.56666666666667,-5.56666666666667,4.25,6.51333333333333,6.51333333333333,2.70333333333333,2.81333333333333,2.81333333333333,1.5,-1.60333333333333,-1.60333333333333,-3.92666666666667,-1.92,-1.92,0.61,-2.79666666666667,-2.79666666666667,-3.95,-3.18333333333333,-3.18333333333333,0.87,-0.303333333333333,-0.303333333333333,2.09,-0.893333333333333,-0.893333333333333,-3.86666666666667,-4.06666666666667,-4.06666666666667,-2.04,-2.19,-2.19,-1.52333333333333,3.43333333333333,3.43333333333333,2.97,3.21666666666667,3.21666666666667,2.93333333333333,2.24666666666667,2.24666666666667,2.9,2.2,2.2,-0.766666666666667,2.26666666666667,2.26666666666667,-0.0666666666666667,2.46666666666667,2.46666666666667,5,2.96666666666667,2.96666666666667,1.44333333333333,3.24,3.24,3.51333333333333,2.03333333333333,2.03333333333333
"US-Fmf",-111.7273,35.1426,-111.729166666667,35.1458333333333,1639,1317,1.29333333333333,-0.43,-0.43,2.40333333333333,3.26,3.26,4.41666666666667,2.07,2.07,-1.14333333333333,-1.45,-1.45,1.79333333333333,-0.203333333333333,-0.203333333333333,-4.26666666666667,-4.18666666666667,-4.18666666666667,-2.43666666666667,-2.41333333333333,-2.41333333333333,2.27333333333333,1.79666666666667,1.79666666666667,-2.79333333333333,-0.486666666666667,-0.486666666666667,-2.55,-2.87,-2.87,-2.10666666666667,-2.15666666666667,-2.15666666666667,-4.51333333333333,-5.1,-5.1,-2.47,-2.27666666666667,-2.27666666666667,-2.38666666666667,-2.67,-2.67,4.67666666666667,3.31666666666667,3.31666666666667,-3.64,-2.62333333333333,-2.62333333333333,-3.66,-2.87,-2.87,-0.66,-1.27666666666667,-1.27666666666667,-2.08,-2.11666666666667,-2.11666666666667,-1.16666666666667,-1.15333333333333,-1.15333333333333,-2.48,-2.49666666666667,-2.49666666666667,-3.64,-2.53333333333333,-2.53333333333333,-2.29333333333333,-1.92666666666667,-1.92666666666667,-2.89,-3.61,-3.61,-2.32333333333333,1.22666666666667,1.22666666666667,-2.7,-2.33333333333333,-2.33333333333333,-2.6,-2.66666666666667,-2.66666666666667,-6.3,-5.2,-5.2,2.76666666666667,0.433333333333333,0.433333333333333,-2.16333333333333,-3.29666666666667,-3.29666666666667,-4.69,-2.80333333333333,-2.80333333333333
"US-Fuf",-111.762,35.089,-111.770833333333,35.1041666666667,1638,1318,1.31,-0.47,-0.47,2.38666666666667,3.12,3.12,4.36333333333333,1.99666666666667,1.99666666666667,-1.23333333333333,-1.56666666666667,-1.56666666666667,1.81,-0.166666666666667,-0.166666666666667,-4.31333333333333,-4.23666666666667,-4.23666666666667,-2.51666666666667,-2.58,-2.58,2.31666666666667,1.93,1.93,-2.85,-0.55,-0.55,-2.59666666666667,-2.91666666666667,-2.91666666666667,-2.05666666666667,-2.14666666666667,-2.14666666666667,-4.55333333333333,-5.14333333333333,-5.14333333333333,-2.53,-2.32,-2.32,-2.45333333333333,-2.72333333333333,-2.72333333333333,4.69333333333333,3.42,3.42,-3.67666666666667,-2.62666666666667,-2.62666666666667,-3.68666666666667,-2.89,-2.89,-0.646666666666667,-1.24666666666667,-1.24666666666667,-2.01,-2.08333333333333,-2.08333333333333,-1.04,-1.05333333333333,-1.05333333333333,-2.17666666666667,-2.3,-2.3,-3.56333333333333,-2.50333333333333,-2.50333333333333,-2.25333333333333,-1.89,-1.89,-2.86333333333333,-3.58,-3.58,-2.39,1.08333333333333,1.08333333333333,-2.66666666666667,-2.33333333333333,-2.33333333333333,-2.56666666666667,-2.7,-2.7,-6.36666666666667,-5.26666666666667,-5.26666666666667,2.76666666666667,0.4,0.4,-1.98666666666667,-3.28333333333333,-3.28333333333333,-4.67333333333333,-2.34,-2.34
"US-GLE",-106.2399,41.36653,-106.229166666667,41.3541666666667,1771,1168,-0.2,2.64333333333333,2.64333333333333,0.503333333333333,0.143333333333333,0.143333333333333,2.19333333333333,2.17333333333333,2.17333333333333,2.22666666666667,-3.11,-3.11,-0.276666666666667,4.28333333333333,4.28333333333333,2.17,0.44,0.44,0.336666666666667,2.59333333333333,2.59333333333333,0.33,2.12333333333333,2.12333333333333,2.25,3.15333333333333,3.15333333333333,-2.74333333333333,-3.51,-3.51,-1.78,-2.77666666666667,-2.77666666666667,-3.87666666666667,-4.92666666666667,-4.92666666666667,1.15333333333333,-0.363333333333333,-0.363333333333333,-1.65,-1.28,-1.28,0.21,2.2,2.2,-0.65,-3.04,-3.04,1.49,-1.55333333333333,-1.55333333333333,-0.276666666666667,0.333333333333333,0.333333333333333,-0.106666666666667,0.256666666666667,0.256666666666667,2.34333333333333,3.44333333333333,3.44333333333333,1.85666666666667,2.95666666666667,2.95666666666667,-1.35333333333333,-4.37,-4.37,-2.35333333333333,-3.33666666666667,-3.33666666666667,4.49666666666667,3.72666666666667,3.72666666666667,3.98,4.58666666666667,4.58666666666667,5.26666666666667,3.7,3.7,2.76666666666667,2.86666666666667,2.86666666666667,1.13333333333333,-0.3,-0.3,1.46666666666667,0.7,0.7,0.59,-2.4,-2.4,-2.52333333333333,-2.15333333333333,-2.15333333333333
"US-Ha1",-72.1715,42.5378,-72.1875,42.5208333333333,2588,1140,1.21,-0.636666666666667,-0.636666666666667,0.18,-0.493333333333333,-0.493333333333333,1.56666666666667,-2.36,-2.36,1.52,1.43333333333333,1.43333333333333,-1.09,-2.53666666666667,-2.53666666666667,2.72,2.99333333333333,2.99333333333333,3.52666666666667,1.33333333333333,1.33333333333333,0.793333333333333,2.81666666666667,2.81666666666667,-0.31,-2.68333333333333,-2.68333333333333,0.18,2.71,2.71,1.90333333333333,0.413333333333333,0.413333333333333,-3.49,-2.04333333333333,-2.04333333333333,0.593333333333333,1.9,1.9,1.86,2.05,2.05,2.77666666666667,2.03666666666667,2.03666666666667,1.39333333333333,3.97666666666667,3.97666666666667,2.99666666666667,1.55,1.55,2.36333333333333,2.26,2.26,2.18,4.10333333333333,4.10333333333333,2.74333333333333,-1.53666666666667,-1.53666666666667,1.01333333333333,2.65,2.65,-1.47333333333333,-0.343333333333333,-0.343333333333333,0.163333333333333,2.89333333333333,2.89333333333333,1.67,1.59333333333333,1.59333333333333,0.263333333333333,-1.30666666666667,-1.30666666666667,-2.16666666666667,-3.4,-3.4,-0.1,2.56666666666667,2.56666666666667,2.2,1.63333333333333,1.63333333333333,4.76666666666667,5.33333333333333,5.33333333333333,3.34333333333333,0.32,0.32,-1.24333333333333,1.02666666666667,1.02666666666667
"US-Ho1",-68.7402,45.2041,-68.7291666666667,45.1875,2671,1076,2.31333333333333,0.33,0.33,0.413333333333333,-1.69,-1.69,-1.87666666666667,-2.23,-2.23,1.58333333333333,0.49,0.49,-1.34333333333333,-2.01,-2.01,1.92,3.28666666666667,3.28666666666667,2.20333333333333,1.41666666666667,1.41666666666667,1.69333333333333,1.75666666666667,1.75666666666667,-0.476666666666667,-3.28666666666667,-3.28666666666667,1.19333333333333,1.55333333333333,1.55333333333333,-2.65333333333333,-3.99,-3.99,-2.88,-2.22,-2.22,-1.38666666666667,-1.41666666666667,-1.41666666666667,-2.09,-0.793333333333333,-0.793333333333333,2.19666666666667,2.93,2.93,2.72,5.12,5.12,4.24,2.61666666666667,2.61666666666667,3.06333333333333,2.57,2.57,2.89666666666667,5.78,5.78,2.95333333333333,0.276666666666667,0.276666666666667,2.86666666666667,3.94666666666667,3.94666666666667,1.38666666666667,1.85,1.85,-0.0766666666666667,3.45,3.45,3.75666666666667,3.46,3.46,1.58666666666667,1.03666666666667,1.03666666666667,0.966666666666667,-1.03333333333333,-1.03333333333333,0.733333333333333,1.83333333333333,1.83333333333333,1.7,-0.6,-0.6,3.5,4.13333333333333,4.13333333333333,2.53,-1.06,-1.06,-2.42666666666667,0.443333333333333,0.443333333333333
"US-IB2",-88.24103,41.84062,-88.2291666666667,41.8541666666667,2203,1156,3.15,0.0633333333333332,0.0633333333333332,-0.433333333333333,-1.81666666666667,-1.81666666666667,3.28666666666667,4.91333333333333,4.91333333333333,0.123333333333333,-2.49333333333333,-2.49333333333333,0.786666666666667,0.973333333333333,0.973333333333333,-0.22,3.12333333333333,3.12333333333333,1.29,-0.973333333333333,-0.973333333333333,0.493333333333333,1.35333333333333,1.35333333333333,0.913333333333333,1.91,1.91,-2.72666666666667,2.57666666666667,2.57666666666667,1.19666666666667,0.99,0.99,1.60333333333333,1.87,1.87,-3.18333333333333,-2.1,-2.1,-1.18,1.68,1.68,-0.903333333333333,-3.79,-3.79,-3.18,-2.48333333333333,-2.48333333333333,0.816666666666667,-0.0533333333333333,-0.0533333333333333,1.27333333333333,0.68,0.68,3.93666666666667,3.92666666666667,3.92666666666667,1.18333333333333,3.19666666666667,3.19666666666667,0.816666666666667,2.99,2.99,-1.24666666666667,-3.52,-3.52,2.56666666666667,4.80666666666667,4.80666666666667,2.09,3.56666666666667,3.56666666666667,-0.446666666666667,1.89666666666667,1.89666666666667,1.23333333333333,1.36666666666667,1.36666666666667,2.43333333333333,2.06666666666667,2.06666666666667,-0.566666666666667,2.33333333333333,2.33333333333333,5.43333333333333,6.4,6.4,5.86333333333333,5.65,5.65,-0.733333333333333,1.48666666666667,1.48666666666667
"US-KFS",-95.1907,39.0561,-95.1875,39.0625,2036,1223,-2.58333333333333,-3.43333333333333,-3.43333333333333,-1.96666666666667,-1.39666666666667,-1.39666666666667,4.52333333333333,6.4,6.4,2.90333333333333,1.29333333333333,1.29333333333333,-0.723333333333333,2.85666666666667,2.85666666666667,-3.20333333333333,1.85666666666667,1.85666666666667,3.33333333333333,2.68333333333333,2.68333333333333,0.73,0.86,0.86,4.19,4.56,4.56,-3.06666666666667,-3.13333333333333,-3.13333333333333,0.86,2.53666666666667,2.53666666666667,-2.68333333333333,-3.01,-3.01,-3.49666666666667,-3.37666666666667,-3.37666666666667,-1.70333333333333,1.19666666666667,1.19666666666667,0.326666666666667,0.0600000000000001,0.0600000000000001,-2.02666666666667,-3.19333333333333,-3.19333333333333,-0.46,1.74,1.74,2.39333333333333,2.64666666666667,2.64666666666667,2.39333333333333,2.95,2.95,3.12666666666667,3.64666666666667,3.64666666666667,1.11,-0.403333333333333,-0.403333333333333,-0.05,-3.10666666666667,-3.10666666666667,-2.65333333333333,-1.45666666666667,-1.45666666666667,-1.65666666666667,-1.18333333333333,-1.18333333333333,0.65,3.32333333333333,3.32333333333333,2.5,2.9,2.9,2.66666666666667,3.86666666666667,3.86666666666667,-1,-1.93333333333333,-1.93333333333333,4.66666666666667,5.83333333333333,5.83333333333333,1.90666666666667,1.28333333333333,1.28333333333333,-1.12,1.21,1.21
